id,cp,latitude,longitude
16250001,16250,4547271.338,4810.332
11110008,11110,4321400,309000
57130001,57130,4908457,608798
80330004,80330,4986800,236800
35440002,35440,4830969,-166720
26140006,26140,4524265.6951727,482066.48537537
37390003,37390,4747000,70200
65300003,65300,4311900,41100
67390001,67390,4816500,755600
80200003,80200,4991800,293300
27000007,27000,4904200,112900
49170002,49170,4740100,-75600
21700004,21700,4714300,494400
91080001,91080,4863110.253844,241729.28260083
52150001,52150,4820200,558100
33700002,33700,4483400,-61700
17350005,17350,4586492,-65451
33470001,33470,4461900,-107400
52200012,52200,4785500,533300
38510005,38510,4567200,548500
28300010,28300,4846800,157900
44560001,44560,4728400,-201600
17130003,17130,4528100,-39400
54450003,54450,4858692,684452
59800003,59800,5063100,309600
58160003,58160,4694167,325919
59270003,59270,5073084,274532
71510001,71510,4684900,463100
40130003,40130,4364500,-142600
83600029,83600,4343674.8,675729.4
33140009,33140,4477000,-57900
48800002,48800,4443500,393300
1170001,01170,4629300,607900
71480005,71480,4648200,524300
5130004,05130,4445800,605000
57365001,57365,4922000,621300
92400013,92400,4890200,227800
45240003,45240,4770685.7,194427.2
60650004,60650,4942200,197800
41160001,41160,4791000,123200
52800002,52800,4803543,534692
60290002,60290,4932300,244800
29350001,29350,4781218.5308536,-363032.61418591
3300002,03300,4613400,344900
1470002,01470,4578776,545414
31130004,31130,4361300,148800
25130002,25130,4705327.9835801,666474.92079041
49260001,49260,4713000,-15300
12230001,12230,4401406,330473
45220001,45220,4793219.4146739,292377.45165718
29890003,29890,4864463.5,-436864.1
23300007,87000,4582700,125900
59920001,59920,5040300,366900
35390001,35390,4771914.4324151,-173345.16588525
78770001,78770,4886575.764,179757.381
25000028,25000,4723100,599400
93420008,93420,4895700,256000
58300003,58300,4683700,346500
61190004,61190,4858852.2,65375.1
13710005,13710,4344460.6093061,555289.95302262
33340004,33340,4531200,-94000
65190002,65190,4317600,24000
71100011,71100,4677600,483700
49480005,49480,4750000,-49100
43100006,43100,4529000,338700
49630007,49630,4747477.7682196,-34718.30542968
80135001,80135,5012900,194200
71120002,71120,4643700,426800
13008014,13008,4324300,536900
69780002,69780,4564700,502700
39400003,39400,4654900,601600
12120002,12120,4417498,252143
73500006,73500,4519700,662400
35300001,35300,4836200,-120900
9500002,09500,4308856,186719
6650003,06650,4366800,698500
50300001,50300,4865285.8767159,-135003.0743481
78140009,78140,4877110.4975942,222755.12428149
8240001,08240,4942885.7983819,495181.45930264
2300006,02300,4962645,321575
34790005,34790,4364848.2,383145.2
57100008,57100,4933700,615600
57740008,57740,4913300,666100
95290003,95290,4911045.09641,222459.192177
58700002,58700,4717570.7127423,331418.00673959
84000011,84000,4394000,483000
80600002,80600,5016005,234759
2130001,02130,4920100,351100
14460002,14460,4919000,-29900
78150005,78150,4882700,212800
67110003,67110,4893400,765900
57710001,57710,4941200,595000
1480004,01480,4605000,476600
83250011,83250,4313100,621900
39100010,39100,4709800,550000
64600009,64600,4348400,-150100
38113001,38113,4526500,562300
25640008,25640,4732076.5279211,612837.16323715
25130001,25130,4705778.7912386,667018.2578828
83150003,83150,4313408.212288,575706.84172271
65290001,65290,4320079,3601
34570002,34570,4364279.54,369559.828
1330002,01330,4600700,503500
6156001,06150,4357100,695900
44340004,44340,4715900,-160000
18100017,18100,4723978.6394848,209204.74189544
91420002,91420,4869300,233700
73200003,73600,4548660.8145104,652533.10822173
50430003,50430,4921300,-153000
59290001,59290,5068194.96755,312810.003573
91450001,91450,4863900,245800
36150004,36150,4710200,179700
40700004,40700,4365700,-58000
32000006,32000,4366400,61800
31390001,31390,4330316.0815768,122081.147968
26300012,26300,4500000,500100
35320003,35320,4793435.2,-166727.3
20169002,20169,4139100,916500
20148001,20148,4193500,915800
29740001,29740,4782465.95841,-424275.383367
69170004,69170,4589100,444600
81170001,81170,4405900,196600
10400002,10400,4849240.75936,351288.606446
38430004,38430,4532400,558200
34460001,34460,4344814,305598
17230004,17230,4625935.2845313,-101453.28124165
75010002,75010,4888400,236400
63720003,63720,4589543.7699433,321164.79040908
22240003,22240,4862800,-236200
26000015,26000,4492371.2463147,491727.12115033
2130006,02130,4912695.433209,353742.34517178
12490001,12490,4401200,296400
53940001,53940,4806500,-81100
77430001,77430,4839575,279896
76220004,76220,4947800,174000
22350006,22350,4827405.0620267,-218640.86187635
19500002,19500,4505600,166900
44340006,44340,4718600,-160200
27800002,27800,4919411,71471
8200010,08200,4969926,492701
69500011,69500,4575200,490000
60530003,60530,4922900,228200
17800005,17800,4561300,-60400
28000009,28000,4843600,152000
26800002,26800,4486708.107,486473.757
32110003,32110,4377004.0633052,-3018.2771766235
46300005,46300,4473900,138900
73800001,73800,4552600,597500
52130003,52130,4850400,494400
33770002,33770,4457505.7,-77913.1
20166004,20166,4188700,880800
87500001,87500,4550700,120200
6310002,06310,4370743,733406
84107001,84100,4412000,484000
78960004,78960,4876200,204200
72200004,72200,4770100,-5600
76540002,76540,4974522.5227206,51213.110511015
89520003,89520,4751800,326000
80690001,80690,5007880.52,199553.59
20290003,20290,4256756,944075
44420002,44420,4735300,-251200
91130008,91130,4864800,241700
4500003,04500,4382200,609100
45500010,45500,4769135.585,263101.89276564
52160010,52160,4781604.1214475,522281.6771347
27800001,27800,4919900,71600
88200018,88200,4802000,661500
86600001,86600,4642874,11532
69480007,69480,4594446.9311112,471457.19447083
59494009,59494,5037000,348100
37100012,37100,4742500,68200
35550006,35550,4787248.335845,-187713.01977482
22650001,22650,4857700,-215200
59780003,59780,5059477.455,325781.84717474
6300012,06300,4370200,729400
91100021,91100,4860600,246600
88560004,88560,4785600,681100
45500007,45500,4770700,263800
13127012,13127,4344600,524700
16230004,16230,4587300,17300
50500006,50500,4930400,-121200
26400009,26400,4473400,492500
57360001,57360,4925636.7262787,613017.46660705
78710004,78710,4899300,163400
6270004,06270,4364000,713900
86130010,86130,4669100,35500
92100010,92100,4883468,224193
63100011,63100,4578355.1082855,312293.899901
56360004,56360,4733923,-317575
20166005,20166,4189800,881000
59540003,59540,5011300,341600
47200012,47200,4450800,14700
44250005,44250,4722914,-215541
3000006,03000,4659071.6994114,332257.07144141
6750002,06750,4376400,665600
89160001,89160,4777000,417500
29420001,29420,4862800,-398800
62134001,62134,5044700,225100
33450008,33450,4487400.5618368,-42921.932214645
37420003,37420,4720600,18500
73190002,73190,4552500,597700
69720005,69720,4569743.504511,501533.91224454
16200005,16200,4568100,-16400
20145004,20145,4185788.64,936422.22
7380001,07380,4464466.28043,432898.392299
73870003,73870,4524593.5454489,642438.76383603
92100014,92100,4883585,223898
59114003,59114,5080000,259200
14730004,14730,4916821.8,-28181.81
19250003,19250,4553200,214200
13600023,13600,4319100,560200
95600001,95600,4897800,229100
66000003,66000,4268400,286500
20243001,20243,4199868.57757,940286
86530001,86530,4675600,48400
76260004,76260,5004300,142000
42210003,42210,4563477,423902
13330001,13330,4362943.3478098,513449.06934422
69220011,69220,4614306.2121949,476753.57889549
12780002,12780,4423609.94618,298684.312288
41210000,41210,4752500,181200
80240001,80240,4994800,310800
13007008,13007,4327856.7,536324.1
30250002,30250,4379000,412200
34973001,34970,4358112.5024631,393101.74668007
38470003,38470,4522000,543500
38530005,38530,4542851.4643902,599551.65214539
86370008,86370,4637700,21100
34200002,34200,4340612,370318
19200003,19200,4554275,229749
71260004,71260,4647200,481600
45480002,45480,4816112.4593693,205182.01447943
51068001,51100,4928700,402600
35114002,35114,4861900,-184900
67240002,67240,4876900,786700
16700008,16700,4603490.1,18071.2
77120004,77120,4881675,305222
50420001,50420,4890900,-110400
31140008,31140,4369000,145200
62400003,62400,5054721,266418
62100016,62100,5094600,189300
11500005,11500,4289300,219400
39000004,39000,4667000,557100
80100003,80860,5021177.28505,177888.380782
33000016,33000,4481900,-60200
91490005,91490,4840737.07208,246799.022236
76340005,76340,4993063.8045393,163706.43011109
49122003,49122,4713200,-94300
28000007,28000,4843240.14794,149271.484815
68210001,68210,4763400,712200
74890001,74890,4626400,637000
60440001,60440,4913600,280100
33500007,33500,4491320.01846,-25401.935269
92000024,92000,4888600,222200
33210001,33210,4455100,-26500
38650003,38650,4492600,563800
56800001,56800,4793100,-238100
80140004,80140,4996000,176600
13008001,13008,4325300,539700
57120005,57120,4925000,609600
51260005,51260,4858900,381300
45330004,45330,4829200,239800
44130001,44130,4747306.1839157,-174698.07605743
25200003,25200,4750900,677900
41360005,41360,4788100,80800
13200019,13200,4366200,463300
18200005,18200,4673600,249100
56600001,56600,4776500,-334800
62630002,62630,5051122,164565
74800005,74800,4607000,632000
55100004,55100,4916500,538000
69803001,69800,4572000,492400
13122002,13122,4354631.0571284,529392.53791393
95100021,95100,4894000,223300
13600013,13600,4319400,567100
20167013,20167,4201791.0183702,889066.37558054
33112001,33112,4515200,-81000
57400003,57400,4872841.8049091,702808.94664432
12560003,12560,4442315.860942,301259.16032708
92240010,92240,4882000,230500
13480001,13480,4346500,535300
71450002,71450,4670200,438800
52160008,52160,4781600,522300
53960001,53960,4809500,-69500
55100007,55100,4916500,538000
19340003,19340,4562400,248100
13500012,13500,4342000,505600
40110001,40110,4403053.1149603,-92438.932742829
14500003,14500,4884700,-88700
3700002,03700,4611800,341200
31650002,31650,4356500,151900
47420001,47420,4419478.6,3529.79
19260002,19260,4553300,180400
69100029,69100,4577800,486000
83130003,83130,4314300,603700
37320001,37320,4729100,79000
79100003,79100,4699600,-20700
28270003,28270,4869000,107900
39130004,39130,4657698.40204,574694.452849
40360003,40360,4362600,-82500
30100019,30100,4413228.3602066,407407.374177
56720001,56340,4759785,-311074
6150007,06150,4356900,696600
75014012,75014,4883200,231600
94340008,94340,4881400,246600
52400002,52400,4795800,575500
50710001,50710,4919900,-156800
81000001,81000,4393300,216900
56320002,56320,4803187,-349344
29000014,29000,4800916.273,-410575.563
29228001,29200,4843000,-447200
56000006,56000,4766400,-276700
41300007,41300,4734800,205000
64800007,64800,4318600,-24000
44860002,44860,4712900,-158300
83600025,83600,4346000,674300
83390002,83390,4323300,607000
71000023,71000,4636500,484300
44420003,44420,4739700,-246200
35590001,35590,4812412.714,-180359.016
72300007,72300,4783800,-30000
11150002,11150,4327933.715,209377.15565
49310001,49310,4714700,-52200
45330003,45330,4829220,239735
60420001,60420,4955300,253300
11430001,11430,4310800,309100
87120003,87120,4573900,173900
83270003,83270,4318322.9311568,569511.25902699
31790005,31790,4374591.6,136584.8
13150003,13150,4379500,469300
47520003,47520,4419000,60500
83160001,83160,4314000,601400
31800003,31800,4311942,72578
17520001,17520,4552800,-30400
41370004,41370,4782078.655,139260.119
28400005,28400,4830600,80800
16300001,16300,4546000,-14300
35470003,35470,4784600,-168700
59148003,59148,5042800,318000
45400005,45400,4792300,190800
13016007,13016,4335640,532755
78570001,78570,4897600,204300
79180002,79180,4634047.54302,-39532.4252537
73800003,73800,4550400,603800
70300007,70300,4779100,639200
48300001,48300,4473530,385840
70200007,70200,4772400,653400
55140001,55140,4860362,566686
13013002,13013,4335200,543700
64000001,64000,4330500,-33000
77116001,77760,4836211.8139042,257441.44437015
64100014,64100,4350489,-146719
36150001,36150,4706879,180729
12100002,12100,4411000,308200
1800003,01800,4591162.3208373,518971.44887676
8140003,08140,4968455.2690437,497236.54981651
19100009,19100,4515800,156300
6110011,06110,4357050.9,700294.5
91300006,91300,4872900,224500
92120002,92120,4881468,232592
74230007,74230,4588600,632900
30000021,30000,4385100,440100
33470003,33470,4462200,-101800
86000024,86000,4660400,33200
88410001,88410,4803200,597800
56440002,56440,4783100,-315800
38430001,38430,4532500,556700
21310004,21310,4739300,530900
1320001,01320,4599100,516900
56520006,56520,4782007.79701,-346580.898742
25000026,25000,4724400,598400
13580003,13580,4355100,520200
32190003,32190,4376600,31100
69651002,69400,4599400,474200
20600002,20600,4268100,944400
60000010,60000,4944300,209300
77620001,77620,4817700,287200
19000008,19000,4526170,175672
47390003,47390,4412443.8433398,65824.745091966
56330001,56330,4777310,-300444
29860002,29860,4850300,-442700
89470004,89470,4784600,355000
77390005,77390,4863596.2863929,278111.96141947
93160008,93160,4883812.5330121,254756.3329687
83230006,83230,4313956.2277779,635685.19037858
33710002,33710,4504211.7694116,-56017.088552363
49123001,49123,4740600,-92600
64800003,64800,4315700,-23000
32340001,32340,4399800,75700
59930002,59930,5067300,289700
29200016,29200,4839300,-445000
14700001,14700,4889629.86744,-19240.9332928
33240011,33240,4498900,-44900
87510001,87510,4592000,116900
71380002,71380,4679200,491200
32800003,32800,4386381.1151531,10728.169416186
22390001,22390,4847800,-318600
74550001,74550,4630400,643700
55400003,55400,4921700,564300
59000020,59000,5062900,310300
82000019,82000,4398900,133100
68640001,68640,4755600,730700
4800001,04800,4375600,588700
17530003,17530,4574200,-112100
69003012,69003,4574700,486700
48100007,48100,4454400,328700
21220006,21220,4721796.5761992,500272.49351628
12850001,12850,4437300,259200
2000009,02000,4958257.0669759,364425.13545677
49220001,49220,4761400,-70700
63800005,63800,4572919,322201
26110004,26110,4436000,512700
42500012,42500,4539032.4318344,431314.72710371
67560002,67560,4850300,748700
51300014,51300,4872504,458843
78630004,78630,4892500,197600
22810002,22810,4854944,-345286
83350001,83350,4321400,664500
45370002,45370,4774900,181300
39200005,39200,4638038,583492
68580001,68580,4753400,718200
63700004,63700,4616000,283800
44400001,44400,4717700,-155900
13011017,13011,4328602,542682
83470004,83470,4344600,586500
72000022,72000,4802700,18100
54610001,54610,4888701,623214
63800004,63800,4574500,317700
74140005,74140,4629900,630600
72600002,72600,4834300,37000
35300004,35300,4836300,-118800
54510001,54510,4868600,621800
10350001,10350,4840600,373800
78270002,78270,4902000,148900
26290009,26290,4442900,471200
66650002,66650,4248173,312928
33380006,33380,4461258.1,-94627.5
69310004,69310,4569935,482364
88130002,88130,4837100,629200
48100004,48100,4455700,329100
82500004,82500,4385100,94100
27201001,27200,4909500,146600
44430004,44430,4723400,-136700
1500006,01500,4597600,531800
91630001,91630,4856445,229216
94500011,94500,4882300,249500
66210004,66210,4251467.6682713,206217.3128878
86130008,86130,4670100,37100
25660002,25660,4720848.000534,610316.65609794
46000012,46000,4442100,143900
81200001,81200,4350800,235400
54300011,54300,4859080.8732744,641838.68421211
71200004,71200,4680300,445400
33750004,33750,4486000,-32100
38360001,38360,4521800,566300
67320001,67320,4886425,718661
59242003,59242,5052230,317427
60800009,60800,4923430.7444206,288663.96033653
74100014,74100,4619443.6831591,625514.70417725
84140006,84140,4393100,487400
41600001,41600,4760100,202700
63120004,63120,4574900,354500
39300001,39300,4674900,590700
91130007,91130,4865700,240700
53200006,53200,4781500,-70700
41300008,41300,4731400,204200
71260007,71260,4644018.08,481076.04
76410001,76410,4930300,103500
19800005,19800,4535945.71,193726.25
5000017,05000,4454104,605755
20600014,20600,4267927.5416212,944309.56412724
6700008,06700,4368601.2971316,718715.25112118
92120004,92120,4881300,235700
86440001,86440,4661400,31600
8150002,08150,4984000,460500
45390002,45390,4819800,247000
21500005,21500,4762221.4531559,435473.34343017
38460002,38460,4572357.7295853,523891.89620677
14000010,14000,4916905,-34422
56410001,56410,4764821.50952,-315914.01509
29000015,29000,4797400,-409200
67570001,67570,4846100,721100
31700006,31700,4364900,133700
91190001,91190,4869400,212100
4100007,04100,4383968.73172,580291.655555
56460002,56460,4782400,-250600
94000011,94000,4878292,244670
19190001,19190,4512554.2414,172250.665476
66250003,66250,4277400,299800
34800002,34800,4363200,344000
67600003,67600,4823200,740500
20221001,20221,4232500,953900
8120001,08120,4985700,476400
65100009,65100,4309700,-3800
11260001,11260,4293796.2357116,223575.43638609
63960005,63960,4567100,317200
34120002,34120,4345202.9065112,341786.89993915
30129002,30129,4382100,446900
14140001,14140,4900800,15100
92200006,92200,4888200,228000
21640001,21640,4717900,496600
47470001,47470,4427423.8445733,88436.414405417
35370003,35370,4808900,-109600
89140001,89140,4829458.47,319585.3
21360003,21360,4710500,471300
57440002,57440,4934965.2150066,604019.83200684
29419001,29800,4846600,-425600
66120001,66120,4249800,201300
75016022,75016,4886100,228300
38250003,38250,4507462.9195706,555322.7260991
46270001,46270,4467010.19718,216554.057775
67250001,67250,4893585,788082
16130002,16130,4561787,-21934
28500010,28500,4873067.3127189,133747.33095697
85260007,85260,4687900,-129000
63160002,63160,4572408,333296
71710002,71710,4686300,429700
74160001,74160,4613900,607000
33000024,33000,4486100,-57000
31660004,31660,4377800,162400
59730003,59730,5018900,348700
21200011,21200,4702014.6902194,484149.38015203
15800004,15800,4501600,266400
47000010,47000,4420600,63600
1250005,01250,4620355.8237727,529588.28488323
6500004,06500,4378000,748200
67151001,67150,4842900,765900
83250007,83250,4314300,624100
30250003,30250,4379100,409100
24160001,24160,4533300,104300
59700008,59700,5066418,310016
44110004,44110,4770600,-138500
82000018,82000,4402600,136600
34590001,34590,4366200,417800
78660003,78660,4851505.4663739,183814.48602102
13005013,13005,4329500,540000
14310004,14310,4907800,-64500
23200001,23200,4594800,217200
54330001,54330,4848700,609400
91710001,91710,4853969,236564
29200002,29200,4840756.84317,-449567.358546
82400012,82400,4410900,88800
14130007,14130,4928800,18900
64140006,64140,4331900,-37900
64420001,64420,4327000,-20100
61400003,61400,4850800,56100
56600002,56600,4776600,-333200
13170008,13170,4338191.4828962,534660.57732903
29850001,29850,4844764.27,-446459.79
5700001,05700,4442800,571700
31150004,31150,4371359,141736
54520004,54520,4869400,613100
35480003,35480,4782082,-180959
78840003,78840,4903900,159200
42510007,42510,4585084.7566327,422528.31453678
56800005,56800,4792300,-240400
55120001,55120,4910482.9792036,506845.36033295
74000021,74000,4589800,611700
81290001,81290,4353900,226200
40000001,40000,4388300,-48200
43190002,43190,4510100,432100
54300008,54300,4859700,648200
7100008,07100,4524100,469000
33260001,33260,4464100,-115600
22230003,22230,4819538,-241743
67202003,67202,4860099.7836937,765227.20918629
58200008,58200,4737800,292300
86350001,86350,4628300,53500
58000013,58000,4698700,317000
56450002,56450,4764000,-268000
67330001,67330,4883100,749300
6600022,06600,4358900,712000
50880001,50880,4916500,-112800
18350003,18350,4689600,272900
67270002,67270,4875800,757300
31240003,31240,4364900,150600
38540002,38540,4558500,500400
47200004,47200,4450800,19100
35760007,35760,4813566.0943422,-169340.27734025
43100001,43100,4531100,337500
59151003,59151,5029200,314500
30400004,30400,4395800,477900
69460006,69460,4604400,467300
83670002,83670,4356700,601200
67000002,67000,4861199.3985705,778221.63708573
91590001,91590,4848500,234500
31410002,31410,4333626.95376,124486.306131
77140011,77140,4826687,270651
17410002,17410,4619834,-135416
87000030,87000,4583700,127800
10370001,10370,4858500,356100
20167008,20167,4197962.0445374,883383.448204
47480002,47480,4423000,67700
82220001,82220,4419000,128500
16120001,16120,4558900,-4800
62810001,62810,5027889,253606
1500008,01500,4594000,537700
30127001,30127,4375700,451200
15100003,15100,4503800,308700
64990001,64990,4347800,-145700
59125003,59125,5032700,348900
78260001,78260,4896163.7,205843.9
6600023,06600,4359800,708800
14370003,14370,4911920,-17523
49000015,49000,4745500,-53400
32100003,32100,4396500,36700
62370001,62370,5087400,207500
86400003,86400,4616000,31100
29620001,29620,4864200,-372000
32130004,32130,4349418.19,93155.706137464
59149002,59149,5024755.365446,414879.85556476
24250003,24250,4481400,121200
38800003,38800,4513800,570200
62160001,62160,5044300,269600
5130002,05130,4445959.9636027,603513.92063598
5120003,05120,4485300,658200
54000001,54000,4868200,619800
62950001,62950,5041371,298088
38150010,38150,4532600,480700
7150003,07150,4440700,439400
26110003,26110,4436000,513400
64121004,64121,4337600,-38000
64121003,64121,4335400,-38000
31220002,31220,4320800,108600
34570001,34570,4358474,377903
70250005,70250,4769700,664300
14960001,14960,4933900,-58000
92500015,92500,4886200,218400
76360001,76360,4953489.6206291,96409.769058218
9190005,09190,4300273.7851714,113077.47936616
1150002,01150,4583900,527800
17600003,17600,4566676.3810757,-94629.032870432
38240003,38240,4520300,576200
95870010,95870,4893688.8607759,220698.30018219
20090007,20090,4192900,876200
44800008,44800,4721100,-161900
26503001,26500,4495900,488300
22270001,22270,4840900,-232400
62700008,62700,5047700,253400
77240003,77240,4855300,254800
40500001,40500,4374900,-56400
36700002,36700,4698700,116900
13110004,13110,4340600,498100
12130001,12130,4446200,297000
16300004,16300,4546704,-16519
50170006,50170,4855400,-150100
53400001,53400,4784300,-97100
21000017,21000,4729850,507871
32100004,32100,4395145.1538747,37111.382691217
6220006,06220,4359300,705700
31620006,31620,4378100,135300
29280003,29280,4837900,-460100
30160001,30160,4429233,409340
37290001,37290,4678398.2903738,88024.432281255
63450004,63450,4568500,314300
62901001,62231,5093700,180900
53240002,53240,4817300,-79300
74330004,74330,4597400,603300
15110003,15110,4485700,300800
21250006,21250,4699100,514800
20000006,20000,4192900,876500
43600002,43600,4524806,424106
57000005,57050,4911629,615026
77144001,77144,4887700,275100
26100002,26100,4504300,502900
5200007,05200,4456000,648700
54182001,54180,4864100,618300
33910001,33910,4499257,-20126
44470005,44470,4730000,-149800
65300002,65300,4309800,39900
72000015,72000,4802762.387,18186.484
83390005,83390,4322000,614600
74200002,74200,4635892,645909
70700003,70700,4742400,583900
6610002,06610,4373200,716300
92800008,92800,4888300,224800
40400001,40400,4382900,-80400
22300002,22300,4872639.682,-344608.82
62360001,62360,5073400,169800
36600001,36600,4714300,157300
35800004,35800,4862300,-205800
63300002,63300,4585500,350800
30620001,30620,4376700,428200
34450002,34450,4331200,341900
77740002,77860,4888400,284100
91800005,91800,4868000,253700
31250001,31250,4345571.8,199862.6
2100019,02100,4984785,330117
27370002,27370,4924800,96300
47310006,47310,4419918.44185,50903.9368657
47600003,47600,4414837.7936751,32456.435308027
74210001,74210,4574900,628900
74540002,74540,4580200,597400
75016006,75116,4886400,227200
56770001,56770,4814430.01,-339057.72
20218001,20218,4246700,920900
5000008,05000,4456400,608400
74330003,74330,4594900,604600
62230004,62230,5071100,160100
64400003,64400,4319735.94487,-61713.9056977
27500003,27500,4939000,61200
25500005,25500,4705600,661700
39400002,39220,4650100,602800
62100006,62100,5094600,183700
62000016,62000,5028900,274900
19250001,19250,4553400,214800
93320002,93320,4891000,251000
69850001,69850,4565965,456564
73600002,73600,4546609.6289751,652621.35289833
50340002,50340,4951200,-181200
82400009,82400,4410900,89100
33500001,33500,4490100,-21800
83560006,83560,4372700,581200
59570003,59330,5025800,391300
63000027,63000,4577943.5412664,307187.58220901
47220002,47220,4411451,70472.000000001
7470001,07470,4480100,397200
1000004,01000,4618800,524500
47110002,47110,4438100,53200
58400001,58400,4719300,301400
59114007,59114,5083000,258000
91260001,91270,4872000,244200
31110002,31110,4280816.8214285,59838.653613178
62400004,62400,5053900,263100
62120013,62120,5071700,233200
66600002,66600,4278000,289900
33240012,33240,4497410.2327888,-38659.220984961
74270001,74270,4601800,592400
95740005,95740,4904800,220100
69480005,69480,4595600,471500
34810001,34810,4339100,348900
85320002,85320,4653821,-123044
32400003,32400,4366800,-7900
33670001,33670,4477208.8427,-33507.7945189
77140006,77140,4826900,270100
77470001,77470,4895800,295900
45680003,45680,4814400,277200
89350001,89350,4777900,307700
40600004,40600,4438310,-114726
40320002,40320,4364140.2315508,-51206.767452832
10000019,10000,4828800,408000
62930001,62930,5077800,161700
38760004,38760,4509800,568300
67500005,67500,4882034,777808
49800002,49800,4746273.129595,-40783.444519358
15700005,15700,4513346.491,222264.433
26260001,26260,4511900,497200
8110002,08110,4963700,516200
70000004,70000,4763100,616800
1510003,01510,4587303,569761
22200005,22200,4855800,-314100
30350002,30350,4398500,410600
35310002,35310,4808000,-183500
31230004,31230,4338600,83500
83170002,83170,4340900,604500
18000011,18000,4706507.7699022,239756.900796
25400005,25400,4749522.4450569,683793.98481593
24130003,24130,4487000,37700
77820003,77820,4849200,279600
46130001,46130,4490900,182100
17210006,17210,4517312.1499096,-33316.234673914
44160006,44160,4744984.2495365,-212748.2917
83400013,83400,4308468.76404,614856.278346
83400011,83400,4310960,612885
85600003,85600,4696900,-133100
76270001,76270,4973200,143400
67730001,67730,4828000,738900
91640003,91640,4863500,214800
45170001,45170,4807100,205800
14100006,14100,4917100,21700
66300012,66300,4263100,276200
20213004,20213,4244500,950800
52000010,52000,4810557.6392275,514231.9909594
38200016,38200,4558442.9922883,491445.7214061
77410001,77410,4895200,266600
30330003,30330,4407600,458600
46000001,46000,4442000,143900
42430001,42430,4591500,384400
32550001,32550,4361700,57500
45400001,45400,4792700,192000
11700007,11700,4318529.45,256117.71
37500001,37500,4715000,23700
72220002,72220,4784073.2388504,26260.409465559
20250002,20250,4231350.70462,915173.144133
29150004,29150,4819600,-409100
74130016,74130,4600400,639700
88240001,88240,4800600,627500
61100005,61100,4874092.48,-56185.84
28300008,28300,4843700,142400
67370001,67370,4865700,760500
49110003,49110,4726708.8063571,-102493.68373938
95100032,95100,4894500,220700
74000002,74000,4591900,612400
30320008,30320,4388400,449200
77124001,77124,4897462,287015
54200008,54200,4868000,587200
17440001,17440,4613100,-109900
44590001,44590,4766800,-166300
80270001,80270,4997400,194100
49490001,49490,4751100,11300
34490001,34490,4342100,316100
86190004,86190,4664619.029816,17216.845653458
32800001,32800,4386386,10749
8130004,08130,4948500,458100
56860003,56860,4765100,-272300
53170001,53170,4795400,-56100
56700007,56700,4775814.7046349,-323758.96664638
1370003,01370,4627000,529300
93170002,93170,4886205,241650
45260001,45260,4788493,250202
87100007,87100,4583800,121900
11000014,11000,4321500,234500
80110002,80110,4978800,246900
44220001,44200,4719400,-153000
16000004,16000,4566100,14000
89560001,89560,4761600,349700
62710002,62710,5046087.7962158,296092.28567724
22580001,22580,4869100,-293300
37150004,37150,4733300,106100
31470002,31470,4351800,118300
13320012,13320,4346300,540700
76600024,76600,4949878,15925
1340003,01340,4634943.8786262,512390.42438613
25620001,25620,4720100,614000
71520001,71520,4636200,448400
91700005,91700,4862400,237000
26740005,26740,4454800,480700
19130002,19130,4525900,141300
13200015,13200,4367100,462200
47200008,47200,4448400,18400
38790003,38790,4559700,509500
50690003,50690,4955900,-166700
1540001,01540,4619800,499400
69270004,69270,4582109,486263
76730001,76730,4979000,99800
64320003,64320,4329500,-32200
83000006,83100,4312753,597764
21170001,21170,4711200,525600
50200008,50200,4903800,-144600
69003013,69003,4575446.02,485283.65475131
13400007,13400,4329500,556000
40230004,40230,4368939.2196756,-133300.44457269
94380003,94380,4876669.3142123,249011.01735978
59270002,59270,5072400,274000
80300001,80300,5001100,267300
47480003,47480,4422600,67200
68970001,68970,4818717,739352
69210009,69210,4582500,466900
1400001,01400,4611900,496100
60400003,60400,4957500,299900
52300002,52300,4844500,515000
20220003,20220,4263200,894100
35000013,35000,4812600,-168500
40990001,40990,4374100,-101800
62280003,62280,5073300,166900
81600003,81600,4391300,190200
69570005,69570,4580876.8531846,476959.29893495
38460005,38460,4568586.9055241,528625.73539941
95450006,95450,4906461.0342954,197894.64314269
33680001,33680,4497654,-106739
58200010,58200,4742700,293200
25480001,25480,4728400,599300
57280003,57280,4921400,617000
11000012,11000,4321600,235500
87000028,87000,4581845.7256025,124929.94846559
18310003,18310,4714411.9839117,184802.04743654
23300006,23300,4623857.7409039,147921.75194644
12850002,12850,4439400,260300
44170003,44170,4756400,-161800
62200004,62200,5074000,161300
93350003,93350,4894200,243200
60490008,60490,4953900,270200
82700002,82700,4396400,124600
14610001,14610,4925900,-46400
59223004,59223,5075400,313500
67500003,67500,4880300,781200
72100002,72000,4799687,17957
29170005,29170,4789500,-401700
21230005,21230,4713100,449000
86200003,86200,4700000,6900
29700002,29700,4798000,-418200
83560007,83560,4372900,580000
4160004,04160,4408800,600900
66700007,66700,4257500,303500
35600004,35600,4764400,-209200
71110001,71110,4627800,403100
38490006,38490,4561800,561100
63360002,63360,4581800,315400
74290002,74290,4586600,618800
63350003,63350,4591200,333400
44390001,44390,4743900,-148000
12100010,12100,4411400,308200
24270005,24270,4538621.3921837,113595.242501
56100012,56100,4773600,-337000
