id,cp,latitude,longitude
51200006,51200,4904600,395600
52000005,52000,4811800,514300
51510001,51510,4894184.7431102,434118.3424164
52170001,52170,4855100,507500
53100007,53100,4830977.2313979,-60549.91359854
54110002,54110,4862300,634900
54000009,54000,4868100,617900
54000008,54000,4869200,616800
54170001,54170,4852333,589412
54290001,54290,4847017.85367,631258.506253
54500004,54500,4866000,618300
54630001,54630,4860700,617400
51100056,51100,4922700,410800
57000009,57000,4910600,617900
57000008,57000,4911000,617100
57130003,57130,4907300,607400
57157001,57155,4908700,615100
57170002,57170,4882400,650700
57200002,57200,4911400,707400
83480001,83480,4344299,670539
57370001,57370,4876800,724800
57600015,57600,4919000,690800
57600002,57600,4918200,689000
57700002,57700,4933100,605700
22440001,22440,4850000,-277700
68260001,68260,4779100,734200
59200003,59200,5071300,315600
2100013,02100,4985366.40026,326295.970618
59237001,59237,5068003,299646
59270001,59270,5073900,272600
59300005,59300,5036300,353000
59400003,59400,5017500,324800
59530001,59530,5025000,364500
59430002,59430,5102900,235900
57000002,57070,4912000,622100
60000006,60000,4943000,209200
31150006,31150,4372100,139900
60330004,60330,4909669.6560788,274946.76177427
60200005,60200,4941900,282000
60200006,60200,4940100,280700
84000009,84000,4394000,479800
60500002,60500,4917800,245600
76810002,76810,4983292.5015873,91717.087582721
83480005,83480,4345800,667800
61000005,61000,4844000,10500
62630006,62630,5050700,168000
77000014,77000,4854100,268000
62130002,62130,5038100,234200
62120014,62120,5057300,237700
62128010,62128,5026100,286400
62240003,62240,5066900,182300
62160003,62160,5044800,273800
62290003,62290,5048400,265900
55000004,55000,4875700,519200
62600005,62600,5040858,159383
62500003,62500,5074400,226000
62740001,62740,5042400,291800
3410009,03410,4637833.7771105,258540.0885507
62860007,62860,5022500,306900
63000009,63000,4576400,312700
63000007,63000,4576600,310500
63000008,63100,4578800,305800
63000019,63000,4577171.9,308099.8
63200004,63200,4590000,311700
64000015,64000,4332300,-36800
64140005,64140,4330600,-40300
64230004,64230,4343644.4,-46642.54
64320005,64320,4330380.5476816,-32323.738530372
65100004,65100,4310800,-3900
71600004,71600,4644800,411600
66000010,66000,4268900,289400
66380001,66380,4274900,289500
67000027,67000,4852434.9926212,778387.26035692
67100002,67100,4855300,774400
67400005,67400,4853138,771443
67550003,67550,4866705,771943
67500011,67500,4880900,777800
67640005,67640,4848537.3326754,767372.49943185
67660002,67660,4889911,790872
69004002,69004,4577600,482100
69132001,69130,4578700,477700
69190009,69190,4570300,485000
69130003,69130,4577900,477900
62870002,62870,5040100,188000
69200005,69200,4571000,488300
69210004,69210,4581200,460100
69250008,69250,4585500,484000
69310003,69310,4569600,482600
69340002,69340,4574400,477100
69410006,69410,4580042.47,478673.23
69490002,69490,4587792,451130
69400006,69400,4599800,471600
69400005,69400,4597900,471800
69570002,69570,4581300,475600
69590002,69590,4563046,445638
69800019,69800,4571842.81,495284.96
70110002,70110,4754500,643100
69800018,69800,4568300,495300
69800017,69800,4570700,498900
45570001,45570,4777782,246292
69800014,69800,4571810,495269
70300011,70300,4780926.3,638348.7
71210009,71210,4675547,448622
94700007,94700,4880694.77421,243827.166369
70110001,70110,4754533,642992
84310003,84310,4394100,489700
71100027,71100,4676543,484228
76190005,76190,4962113,76692
71400013,71400,4695595.17637,431256.303356
38550001,38550,4537771.4399138,479543.2297657
58240001,58240,4679000,312500
93300010,93300,4891200,238000
73000007,73000,4558000,590900
73000014,73000,4559335.97618,589656.881675
73390008,73390,4554700,615600
73200006,73200,4567265,639194
74120006,74120,4586500,662600
74000014,74000,4590803,611613
85170001,85170,4678336,-142742
33830005,33830,4450865,-78425
74300003,74300,4605900,657400
32300001,32300,4350100,39400
74500009,74500,4639900,658000
75010003,75010,4887900,237000
75013023,75013,4882586,238433
83190006,83190,4312237,584962
6800025,06800,4367000,712500
95270004,95270,4908500,241600
75015030,75015,4883400,228500
75017019,75017,4889045.4894335,230331.90283506
59370004,59370,5064800,309900
76150002,76150,4949500,99800
76130001,76130,4946100,108200
88800001,88800,4820196,594200
94120005,94120,4885300,246600
76580001,76580,4948600,80600
76530002,76530,4935400,103000
76710001,76710,4954109,106286
33220006,33220,4482600,22100
76620003,76620,4951200,12700
76610002,76610,4950800,17500
76800002,76800,4939500,111200
77120007,77120,4881608.09795,308307.394086
77100022,77100,4894903.7155409,287971.54887761
77100021,77100,4894935.7283122,288037.08160285
29300002,29300,4787100,-356700
19120001,19120,4497300,184900
77600003,77600,4882949.2394,274003.485613
78380005,78380,4885700,213900
77450005,77450,4890000,281100
57430001,57430,4899100,702800
77680001,77680,4879600,264300
78000005,78000,4878800,215000
35000023,35000,4811600,-170900
78000016,78000,4879100,211400
78130011,78130,4899240,191384
62127001,62127,5035600,248000
78180010,78180,4878100,204000
78180011,78180,4877700,201800
78230002,78230,4888100,209700
78800004,78800,4892200,220200
80000007,80080,4990800,231800
79510002,79150,4698633,-44223.000000005
35150001,35150,4795800,-148900
80140005,80140,4996400,165700
6200032,06200,4367000,721700
80190003,80220,4998300,156200
80200012,80200,4988900,284100
80700009,80700,4970300,278100
82170002,82170,4381300,131600
81710002,81710,4358600,217200
93330005,93330,4885427,252019
83100005,83100,4311874,597940
83210006,83210,4316000,606400
92100016,92100,4882600,224800
83200002,83200,4313945.251,588654.834
83136005,83136,4333024,604965
6130009,06130,4363300,695800
83310011,83310,4326400,657700
83160004,83160,4314300,601100
83340011,83340,4339500,633300
83400004,83400,4310900,612900
6250011,06250,4361200,697800
83570001,83570,4347373,617634
84000017,84000,4391892.9139514,480941.60710555
77120006,77120,4880100,308700
21320006,21320,4724800,456500
84200003,84380,4405877,511102
84220002,84220,4388557,516824
84700002,84700,4402600,487300
13013003,13013,4331600,540900
76700007,76700,4947933,25865
88000011,88000,4816000,645100
6500010,06500,4376600,748700
88300005,88300,4836668,570118
6600001,06600,4360300,708500
20290009,20290,4255000,944200
89000007,89000,4779900,355300
14730001,14730,4916600,-27600
94500010,94500,4882800,251300
89330002,89330,4803200,330400
89150002,89150,4816600,317200
95100007,95100,4894500,226300
91000004,91000,4863900,242700
89400002,89400,4796300,350200
89380006,89380,4788099.4937582,352801.24431542
64400002,64400,4319072,-61765
91130006,91130,4864729,241893
91130003,91130,4864800,240800
91150007,91150,4840881,212543
14290002,14290,4902401.7,40408.2
19210001,19210,4543800,139700
42100019,42100,4542400,441100
76230001,76230,4947557,110624
50400003,50400,4883800,-155300
51520002,51520,4899100,434200
86150002,86150,4623300,68800
90300002,90300,4766862.6011,684220.308716
63000025,63000,4578294.6042176,307388.18241095
11480008,11480,4294543.586,298900.48
49540002,49540,4723000,-43800
6000032,06000,4371000,725600
76140001,76140,4942700,106300
21000013,21000,4735059,506258
59163002,59163,5045300,358900
25220002,25220,4726400,605800
12230003,12230,4401125.6440413,314801.64568249
29300003,29300,4787000,-358900
13013011,13013,4332321,544699
24107001,24100,4486300,49800
35560005,35560,4842500,-157100
59650011,59650,5064300,314400
13012024,13012,4329600,543200
91310002,91310,4865300,227400
31800005,31800,4310822.1909874,71503.5302909
12160003,12160,4427700,244400
51100047,51100,4923929,404547
78190011,78190,4878900,197400
28310006,28310,4819700,189200
95190003,95190,4902200,245600
42550001,42550,4539024.88032,394694
55270002,55270,4922846.9477018,504075.420096
63220001,63220,4541400,372500
33460004,33460,4499942.13,-61885.1
52220002,52220,4848000,477100
25440001,25440,4710200,588600
50270003,50270,4940700,-178300
57600005,57600,4917500,688400
1570001,01570,4632900,488500
84230001,84230,4405800,483500
21000022,21000,4733500,506100
65600002,65600,4322400,10200
12800003,12800,4418774.86215,236088.684937
15100012,15100,4503203.5,313041.2
44510001,44510,4727503,-244083
63500007,63500,4555370.09095,324943.759778
13120008,13120,4346746.8601217,546691.47714111
44800004,44800,4722600,-163500
29260002,29260,4855312,-430937
94100013,94100,4880057.83,249499.24
62300014,62300,5042700,281900
10260003,10260,4818100,418900
27300006,27300,4915500,67300
21200006,21200,4702000,485600
60870002,60870,4928900,250000
45420001,45420,4755700,284300
76340003,76340,4985000,157000
81400004,81400,4405200,216000
29900003,29900,4789000,-391700
38100013,38100,4518000,571200
27260001,27260,4927900,43800
63190009,63190,4582600,336800
67118002,67118,4852100,769500
26340000,26340,4469200,519000
64990002,64990,4348700,-135700
43120002,43120,4528500,415800
56670001,56670,4771900,-333500
65400004,65400,4299900,-9600
2220001,02220,4934100,352900
21120001,21120,4752771,511288
15000008,15000,4491572,243189
60700005,60700,4931700,260600
91942001,91940,4867600,217100
33920003,33920,4513900,-44300
95550002,95550,4903300,220500
6400010,06400,4355900,700200
92210008,92210,4884500,221000
48100006,48100,4450867.69172,325113.007146
69300010,69300,4578800,484000
79400003,79400,4640727,-22500
69800012,69800,4569900,497400
17350003,17350,4587419,-67693
88600002,88600,4819900,672700
64233001,64230,4331800,-42400
36110001,36110,4697300,161200
66000020,66000,4272662.2344591,289921.96288361
30340004,30340,4413000,412400
55500001,55500,4867700,532600
80200005,80200,4988700,283700
82100007,82100,4404500,111500
35340003,35340,4818000,-143800
24410003,24410,4516800,8100
28100003,28100,4874800,134400
78360004,78360,4890900,215900
83690003,83690,4356000,625200
71200011,71200,4680800,442900
13160005,13160,4388745.0323972,485111.37702083
71680001,71680,4625400,478900
24300004,24300,4554059,66713
31210007,31210,4311100,61400
13180002,13180,4338753.608,523277.519
29660002,29660,4866000,-391900
42680001,42680,4550000,417000
68130003,68130,4762900,726000
87100001,87100,4584000,123500
82100004,82100,4406100,109800
38450002,38450,4504849.00396,566907.863013
68400001,68400,4774700,735700
45430004,45430,4790600,203600
7300005,07300,4505500,483200
4600002,04160,4407500,599300
35590007,35590,4815639,-183256
46000013,46000,4444928.69,143723.62050987
47240001,47240,4418100,67300
25430001,25430,4730600,659500
42400007,42400,4547933,451918
33600013,33600,4478500,-63600
4170003,04170,4396477,650654
42000014,42000,4543890.4571987,437886.618164
26140002,26140,4527500,482900
64470001,64470,4312100,-86700
42800003,42800,4553180,462606
49112001,49112,4752200,-44200
68140002,68140,4804900,711400
72550002,72550,4802400,6600
22290001,22290,4863300,-297900
85530001,85530,4701300,-119300
88300001,88300,4835098.73823,569258.857653
67220003,67220,4833900,731500
86170002,86170,4667863.4849341,26579.980945895
33620001,33620,4509500,-38700
22170004,22170,4852500,-288900
30650001,30650,4397500,468400
65230002,65230,4329300,51500
93330004,93330,4886583.6168664,256269.534165
42600010,42600,4567949,415646
1250006,01250,4617972.0878139,532494.62851004
62250001,62250,5080900,169600
67120006,67120,4853895.36,758047.67
71250006,71250,4637720.49457,460698.495534
72150002,72150,4787000,46700
64410001,64410,4353600,-41000
22220003,22220,4877930,-324469
26400004,26400,4472300,503700
17410001,17410,4619800,-135500
34690010,34690,4354400,379200
12270002,12270,4422900,203800
60000017,60000,4940249.5035409,212786.69713141
71100002,71100,4677277.9711954,485949.54554339
69220007,69220,4612200,476800
77440001,77440,4902700,302200
89600003,89600,4800125.2533769,372132.0742304
37500003,37500,4717400,25100
38920002,38920,4527400,588600
59242006,59242,5051700,320800
45120008,45120,4800800,274000
87210003,87210,4621632,108409
62310001,62310,5051200,213400
71320001,71320,4669400,413800
92240001,92240,4881915,229591
42440004,42440,4583000,375500
38350004,38350,4493400,578200
75012005,75012,4884074,239104
24120008,24120,4512400,140800
79110001,79110,4610800,-6800
63122002,63122,4574600,305900
23110002,23110,4616900,248300
33000021,33800,4483100,-55800
15130001,15130,4478800,245600
32000002,32000,4365500,56600
60210003,60210,4966600,195900
40250001,40250,4374608.6877,-75802.1592231
66300015,66300,4262600,276700
33990002,33990,4519400,-105100
95480002,95480,4901500,214600
95000011,95000,4903200,206900
23300002,23300,4623100,150500
59194001,59194,5041500,313600
84110005,84110,4424743.8008131,509314.22309044
8430001,08430,4965100,464200
31860005,31860,4345000,139000
62215006,62215,5097900,204200
57650001,57650,4935500,599500
11700008,11700,4317845.5886132,254326.53081988
37160003,37160,4698100,69000
56100013,56100,4776153.5465599,-337733.44110615
40410002,40410,4430400,-77700
59450005,59450,5036802.2611035,312012.8517168
60110004,60110,4921043,215118.7
44600002,44600,4728000,-222800
17430001,17430,4594600,-88900
92140009,92140,4881200,227100
47500008,47500,4459267.5767564,101494.63248287
87250001,87250,4613182,137253
83390003,83390,4325100,609700
67430002,67430,4894000,718800
47300006,47300,4439627.25078,70675.2642442
82140003,82140,4415000,174900
38930001,38930,4482300,562100
37340002,37340,4745100,45500
36200001,36200,4657500,153500
78230005,78230,4889600,210700
68120002,68120,4777200,730200
72330001,72330,4783000,7700
2700001,02700,4965000,328000
71240004,71240,4663200,487500
59300013,59300,5037900,354300
84130001,84130,4397893.5085346,487714.859945
44220003,44220,4721344,-171900
49290002,49290,4734600,-76100
33230002,33230,4504835.66606,-12229.2144133
85750002,85750,4640643,-139324
75008006,75008,4887500,231000
19330002,19330,4528398,165828
41400002,41400,4732981.25,115006.25
56550001,56550,4767400,-317200
85290010,85290,4696000,-89000
44390004,44440,4751743.4238999,-130120.53214615
62130004,62130,5036400,233100
65500003,65500,4339200,5500
56000003,56000,4764400,-274300
71420002,71420,4657900,424100
71800002,71800,4628900,432000
66000012,66000,4268900,287800
3700004,03700,4611400,341800
42600002,42600,4561035.7910068,406813.89768614
68520011,68520,4771600,713800
59000019,59000,5062976.41552,303570.571173
42100020,42000,4543739.8103719,441098.30690643
73400005,73400,4574169.0578647,642306.96163968
86800003,86800,4656700,56400
39110003,39110,4692428.073,588581.893
39220005,39220,4647873.5905036,606401.34806412
68160002,68160,4824900,719000
35500009,35500,4808800,-112100
4300002,04300,4395817,579229
59770003,59770,5034300,356200
75016023,75016,4884700,225900
39380002,39380,4698101,560756
13005011,13005,4328695,539974
75012023,75012,4884655.403,238741.851
64270002,64270,4347492,-91425.000000002
63960002,63960,4566100,315300
32000005,32000,4363700,59000
84100006,84100,4411800,479700
44850001,44850,4741400,-139200
22520001,22520,4861177,-283098
60140002,60140,4932900,246400
84120001,84120,4369500,549300
81800003,81800,4382975,174016
14700007,14700,4888700,-19100
27260002,27260,4924100,38000
94150005,94150,4875758.28377,234834.600555
13011022,13011,4330600,550200
92300014,92300,4889600,228700
21500004,21500,4760700,439800
92160001,92160,4874000,231500
71150004,71150,4692100,474800
38630003,38630,4561000,553700
39600001,39600,4691100,577000
87220003,87220,4581300,133200
40200002,40200,4420500,-122000
6560006,06560,4362698.6,699861
87500005,87500,4550400,120100
22430001,22430,4862200,-243900
89100014,89100,4814800,330700
6000007,06000,4369233,724991
77310009,77310,4854082.7353741,252209.39606196
71350002,71350,4694800,490900
25000024,25000,4722200,596300
43500004,43500,4535500,395100
4100010,04100,4382400,578800
31300008,31300,4360100,139900
69330001,69330,4576500,501200
73000017,73000,4559000,592000
34230002,34230,4353500,345300
85000010,85000,4669200,-142900
88600003,88600,4820400,672300
89290007,89290,4778765,367211
56270007,56270,4773700,-343300
18250002,18250,4730000,251700
62770001,62770,5040100,210100
11200003,34130,4358000,395300
77183001,77183,4882800,264400
69550001,69550,4598163,433531
49340001,49340,4713500,-82600
13430002,13430,4368535,503121
66690001,66690,4255300,297700
34320001,34320,4350555,330844
91160006,91160,4866900,228000
13400015,13400,4328400,560200
59200008,59200,5073700,316900
18150001,18150,4695100,294900
1310001,01310,4625082.58935,511211.332738
17300003,17300,4592900,-95800
38300018,38300,4558600,526900
11300001,11300,4306103,221442
12290001,12290,4428900,271400
48140002,48140,4485600,333200
20600009,20600,4268218.846893,944405.18898563
33124001,33124,4452229.11,-4672.52
77320003,77320,4878300,329500
85500005,85500,4685800,-101500
56000008,56000,4766900,-280300
31220005,31220,4320779,109067
83000011,83000,4311313,593462
27400007,27400,4920600,121800
84200006,84200,4403400,503900
56550003,56550,4771000,-310600
17100007,17100,4573900,-60300
12150004,12150,4432524,306544
42780001,42780,4585000,434100
3120003,03120,4625645.3019739,362210.78417659
30580001,30580,4415100,436200
33610007,33610,4474300,-70600
57600014,57600,4917700,692700
84130012,84130,4395800,485000
89000003,89000,4781100,353600
71700006,71700,4657300,490400
49070009,49070,4746600,-63000
51320003,51320,4873194.88344,420515.464366
63500008,63500,4554375.2035413,323249.0972936
10250001,10250,4798300,449600
63370001,63370,4577700,319700
43000009,43000,4504792.50728,389342.284693
26790006,26790,4429000,485200
6140004,06140,4371502.5979924,711711.80266449
17740001,17740,4615800,-132400
2200013,02200,4938100,330200
42450003,42450,4553900,418900
83480006,83480,4346685.9091819,667164.31917548
29460003,29460,4836100,-426000
34560001,34560,4349900,359200
24310002,24310,4538100,64600
65300004,65300,4311600,36700
72190004,72190,4805557.327,25581.709
82350001,82350,4409000,144700
38150001,38150,4534000,480500
6480002,06480,4367400,712300
87320001,87320,4623200,89800
41120002,41120,4752356,130304
34490002,34490,4337665.86291,317792.619218
59133002,59133,5052100,302100
30000012,30900,4384500,430800
13370003,13370,4373069,516906
59200006,59200,5072200,317800
7170003,07170,4457200,451200
11560002,11560,4317200,318100
24700001,24700,4500600,14300
35132004,35132,4810500,-174100
17210004,17210,4529351.82,-23916.88
83170011,83170,4342374.0853226,599295.07895994
7580002,07580,4458400,453200
82290002,82290,4401200,128700
65510001,65510,4279900,41000
80230003,80230,5017200,164900
44360008,44360,4733000,-178100
24350002,24350,4525805,50632
23000008,23000,4616200,187300
21490003,21490,4742214.0465593,517031.82291237
73260001,73260,4550300,650161
38320003,38320,4516300,574300
58210001,58210,4735500,338600
6320003,06320,4375500,739800
6500008,06500,4378400,752100
85300004,85300,4684300,-188700
79140002,79140,4681800,-66600
27160001,27160,4885200,92000
51100002,51100,4926584,403950
43800002,43800,4518200,391500
84400004,84400,4387500,540400
59110005,59110,5065100.8579,306270.154852
95540005,95540,4905400,217500
22540002,22540,4857000,-333900
80160003,80160,4973859,215396
13012022,13012,4330380,543663
22000010,22000,4850836,-276785
31400002,31400,4357500,149000
64110006,64110,4328562,-38335
58800002,58800,4725515.3292817,368415.38044452
83100006,83200,4312800,591900
30240002,30240,4349000,418600
69005005,69005,4575400,477700
4210006,04210,4383600,597700
33000023,33100,4482900,-54100
60200011,60200,4938626,278480
40350001,40350,4360651,-99139
24170002,24170,4481000,98900
89116003,89116,4797408,319921
93420007,93420,4895396.5389285,253368.6306402
50160004,50160,4898413.6,-94629.69
73300001,73300,4526600,636700
33770001,33770,4454800,-87700
41320002,41320,4726759.1521387,188331.18791535
2270001,02270,4968900,362200
59260007,59260,5061600,311900
35720004,35720,4844200,-191400
93700004,93700,4891625,244355
31120009,31120,4352500,139900
54121001,54121,4895100,603800
11290002,11290,4322100,220200
62480001,62480,5071000,157700
47360001,47360,4428700,50900
9200003,09200,4297935,114450
69960006,69960,4567700,491900
6250010,06250,4358338.64141,700956.785587
61400004,61400,4852283.01,54242.11
56400001,56400,4767200,-296400
58410001,58410,4746300,326000
78280003,78280,4877000,206000
68390003,68390,4778900,738700
29403001,29400,4850395.86538,-407322.58805
24110002,24110,4514900,52700
34400007,34400,4367600,411500
59500010,59500,5037053.89,307672.51
25650002,25650,4704739.0073703,649753.26782419
33440004,33440,4495400,-53400
77181002,77181,4890568.2215135,261862.74146097
38500007,38500,4535700,559300
58290001,58290,4698300,380800
17920001,17920,4569900,-105300
75019015,75019,4888400,239000
70000011,70000,4761400,616300
59110006,59110,5065240.806,307726.756
35000022,35000,4812700,-165100
67600006,67600,4827608,746520
60126001,60126,4935900,271800
12330002,12330,4444100,244100
72700007,72700,4797327.7870149,15860.629408471
61790001,61790,4882929.56,-56169.43
76000006,76000,4943500,110500
14125001,14120,4916300,-29800
77130013,77130,4842917.6472519,293179.777984
95520005,95520,4906100,208400
73140001,73140,4521800,647200
6110009,06110,4356200,696700
34500023,34500,4336600,320900
43320002,43320,4507186.1817888,376132.53445038
3320001,03320,4673100,293800
17200006,17200,4566900,-101000
44210002,44210,4711293,-208468
86370001,86370,4643100,26200
21320001,21320,4726900,454000
58390003,58390,4669900,335200
67600010,67600,4827267,746047
86100010,86100,4684000,54700
22000011,22000,4849806,-274533
78520004,78520,4899300,174400
31800008,31800,4311785.154,77003.4308
54460001,54460,4875000,608100
38380002,38380,4539100,573900
71000021,71000,4628500,480800
6320004,06320,4374500,739200
7170001,07170,4457063,451054
95100033,95100,4893300,223300
56640002,56640,4754488,-289724
8600003,08600,5013400,485400
72200003,72200,4769589.9208639,-9810.089300197
21270001,21270,4731100,541000
94370005,94370,4876100,253300
76300005,76300,4942100,109600
31410003,31410,4333620.3735223,124570.64998659
20118001,20118,4211700,869200
22480001,22480,4830669.76252,-316397.737542
7140001,07140,4440600,413700
39570004,39570,4667000,552600
28600002,28630,4841000,146300
93300009,93300,4890900,238600
33380001,33380,4463700,-96000
29120007,29120,4786938,-422187
46300007,46300,4474000,139100
35000019,35000,4812500,-170100
63800002,63800,4573143.0070887,319576.411256
64570002,64570,4312200,-72700
67360002,67360,4893300,774800
49300017,49300,4703200,-93400
21000012,21000,4734000,506700
83340008,83340,4337300,620300
18300001,18300,4733375.944,283207.867
58330001,58330,4710600,351200
54400001,54400,4952800,576300
73600006,73600,4547668.3531191,652735.68624855
85210007,85210,4657300,-111700
41700006,41700,4742500,142800
95150005,95150,4901800,222000
28190002,28190,4847500,132200
37110002,37110,4759800,91400
13400014,13400,4330053,556976
63300007,63300,4584200,351500
79160001,79160,4647800,-59000
24430003,24430,4519700,65700
10100001,10100,4851018,371443
42110006,42110,4574300,420800
30220003,30220,4362800,419200
62156002,62156,5024610.85,294152.06
18000018,18000,4707200,239500
69005002,69005,4575400,477900
94000009,94000,4879038.8298253,244517.40423071
56370005,56370,4752600,-264600
44800007,44800,4724121.79839,-159335.907484
56270006,56270,4770303,-343418
67800004,67800,4863055.54602,776396.28648
76116003,76116,4946200,125700
71170001,71170,4620400,433600
29700001,29700,4793600,-415700
72470004,72470,4801600,32800
22300007,22300,4874500,-347700
56350003,56350,4763600,-216800
83550005,83550,4341440.1729784,645315.910325
30021001,30021,4381700,439200
75017017,75017,4889345,231540
15800002,15800,4498100,262800
13700010,13700,4344400,522500
56400010,56400,4766500,-290300
35640001,35640,4782000,-131900
89110001,89110,4787600,335300
38700001,38700,4519600,575300
29500004,29500,4799700,-402700
24800003,24800,4541300,91200
40320001,40320,4363586.5491263,-37221.614856684
68000009,68000,4807600,736600
51220001,51220,4937051,388976
50500004,50500,4930700,-125300
7150001,07150,4439700,438200
64510001,64510,4325000,-27900
30490002,30490,4387300,459600
78400004,78400,4889200,214400
8150001,08150,4984000,454500
67120005,67120,4852700,756800
60490007,60490,4952360,272292
31270007,31270,4352400,134300
69290003,69290,4574700,474100
12000014,12000,4435921.9211413,256985.24525378
76420004,76420,4945900,112600
28160006,28160,4821500,118000
69240002,69240,4603486,429911
91360004,91360,4866849.5636388,233857.03993893
80100002,80100,5009981.1078,185638.830058
76500005,76500,4928600,100900
26500004,26500,4495969.7445901,490692.56592276
69390001,69390,4565400,479300
21160001,21160,4726700,499700
10000020,10000,4830440,407270
4510003,04510,4404400,613000
31140004,31140,4370700,146600
29260004,29260,4856300,-434100
44300015,44300,4723770,-156947
60280003,60280,4943126.68816,283734.34750855
90100003,90100,4751200,699900
21320004,21320,4725100,457600
47220003,47220,4405900,65300
68200004,68200,4773900,729200
72000012,72100,4797200,21700
45360005,45360,4758700,275800
74700003,74700,4590400,668300
12400007,12400,4387600,277800
31700007,31700,4366800,136500
30240001,30240,4352200,413900
94450004,94450,4875500,248400
3100010,03100,4634000,258200
61400001,61400,4852700,53400
59278003,59278,5042400,356400
35170001,35170,4802866.3730518,-176212.73108673
16120004,16120,4560000,-5500
85460003,85460,4633342.67726,-129125.783002
73300004,73300,4529060,635676
21560001,21560,4734700,518000
62810002,62810,5027800,253300
25800001,25800,4715000,633700
44700002,44700,4726200,-158800
56350002,56350,4763100,-210100
27340001,27340,4930163.7,116555.4
60000012,60000,4943100,211800
21110001,21110,4717900,515800
33610001,33610,4473969.8435813,-68126.411968472
52100014,52100,4863059,493410
57740003,57740,4911100,667900
59370002,59370,5064505.01179,309655.197537
62012001,62000,5030100,273600
59750005,59750,5028100,390700
37260001,37260,4727673,64244
39500004,39500,4704700,542700
93100017,93100,4886300,246400
23220001,23220,4631600,191600
52200010,52200,4787081,534034.5
31200020,31200,4361900,142300
33680004,33680,4500550.1818215,-116838.49296802
59800002,59000,5063400,309800
87100012,87100,4583800,123200
26390001,26390,4525600,502600
65800004,65800,4324885.3174,9002.00535935
13270012,13270,4347128.9006001,490699.1525412
9400001,09400,4284500,159800
50430002,50430,4921200,-152800
34070003,34070,4358900,385500
67700013,67700,4874000,736900
13710004,13710,4344500,555300
15500003,15500,4526200,319900
55500003,55500,4869900,530600
64310002,64310,4335200,-155000
17570001,17570,4568700,-117100
26450003,26450,4461100,493700
31200019,31200,4365600,142200
72400005,72400,4817500,65300
37110003,37110,4759100,89900
42290002,42290,4548100,444400
14160002,14160,4927600,-10300
12200005,12200,4435769,202390
87240001,87240,4595600,139800
4200009,04200,4413350.8652902,597753.42421699
17170003,17170,4622656.32575,-87152.9785626
38170004,38170,4517580,569701
80130003,80130,5007400.305217,153697.77407813
13850001,13850,4343600,554000
74450001,74450,4591500,641900
29470003,29470,4838300,-434800
86102001,86100,4679200,52600
21340001,21340,4695200,462400
38140009,38140,4534200,549500
15220002,15220,4485900,229200
6190004,06190,4376400,748000
13200006,13200,4370600,464100
47310005,47310,4411200,52400
26780006,26780,4448925.9760693,471986.1286003
91540003,91540,4856500,244700
63440003,63440,4605870.7223,311405.330762
95470006,95470,4910021,252395
79000002,79000,4631700,-48100
83300006,83300,4353200,645100
27950002,27950,4910324,145322
13150006,13150,4380743,466179
35680001,35680,4805400,-132000
77450007,77450,4889700,281500
59113001,59113,5054100,302100
26500002,26500,4496800,488600
67480002,67480,4882300,803100
56500003,56500,4789078,-283467
86300001,86300,4657100,63700
69340001,69340,4573500,477500
71250004,71250,4642800,466400
10210002,10210,4805800,414100
11290005,11290,4318497.3456198,226045.46015442
73420002,73420,4564736.17151,589391.783002
83120006,83120,4330400,662700
78630010,78630,4892529,199188
15000017,15000,4489455.9139204,240159.25601762
60600004,60600,4938260,240177
52400001,52400,4795420,575166
84000018,84000,4394285.49052,481584.355961
62290001,62290,5047753.377,267814.649
62270002,62270,5027748,229229
82300005,82300,4415481.9601912,153046.75092927
34500027,34500,4333200,324800
93240007,93240,4894874.99536,237988.07028
83000010,83000,4312400,593700
85140001,85140,4676500,-123500
64100016,64100,4351200,-144000
33450007,33450,4491600,-42200
76260003,76260,5003200,139900
45290001,45290,4784500,274200
24100010,24100,4483300,49700
54800003,54800,4916400,583600
89630001,89630,4737100,399800
77340003,77340,4877680,259631
45150001,45150,4786500,212600
29280001,29280,4837200,-458900
37380003,37380,4747600,77900
46340001,46340,4467984.4320529,126093.30195636
1980001,01360,4577900,521300
59650001,59650,5062625,314909
58230002,58230,4719900,407400
70000010,70000,4761500,613600
64530004,64530,4323019,-7925
19490002,19490,4519600,177400
37270002,37270,4734600,84000
22300006,22300,4871400,-345400
25700003,25700,4748400,683400
59000017,59000,5061800,305100
49300010,49300,4700200,-89100
13360001,13360,4335100,560300
45510002,45510,4780104,213956
67300003,67300,4860545.851,775856.883
84140007,84140,4390700,489000
89400001,89400,4796200,350500
46150001,46150,4455400,133800
38460004,38460,4572364.366177,522386.299933
27700004,27700,4924865,143769
30320006,30320,4387500,445000
13127009,13127,4347300,523000
58230001,58230,4717100,415300
59250001,59250,5078390.4132453,314012.14931468
70300008,70300,4779400,639200
79000005,79000,4633028,-44093
3120001,03120,4624800,363000
83140007,83140,4308900,585200
13011025,13011,4328491.6,543780.2
70400004,70400,4756300,675900
34800005,34800,4361000,346300
57400007,57400,4874200,707800
38290003,38290,4564100,513700
25410002,25410,4718600,582800
20113002,20113,4171600,891500
68000006,68000,4806900,733000
35580003,35580,4800500,-185100
88260001,88260,4809300,604400
7160001,07160,4491200,444100
