id,cp,ville,adresse,latitude,longitude,enseigne,gazole,e10,sp98,tendance_gazole,tendance_e10,tendance_sp98,tendance_demain_gazole,confiance_demain_gazole,tendance_demain_e10,confiance_demain_e10,tendance_demain_sp98,confiance_demain_sp98
19100001,19100,BRIVE-LA-GAILLARDE,90 Avenue Abbé Jean Alvitre,45.1524587,1.5045237,Auchan,1.842,1.861,1.990,egal,egal,egal,stable,1,stable,1,stable,1
21130010,21130,PONT,"Aire de Pont Chêne d'Argent Sud, Autoroute A39",47.1787698,5.3328362,E.Leclerc,1.929,1.944,2.047,egal,egal,egal,stable,1,stable,1,stable,1
43290001,43290,Montfaucon-en-Velay,9 av Cévennes,45.18157,4.31425,TotalEnergies,1.910,,,hausse,,,stable,1,stable,1,stable,1
50000006,50000,RAMPAN, Rue de la Gare,49.16281,-1.12662,Carrefour Contact,1.889,,,egal,,,stable,1,stable,1,stable,1
91250004,91250,SAINTRY-SUR-SEINE,183 Route de Melun,48.594,2.503,Total,1.979,1.973,1.990,hausse,,,stable,1,stable,1,stable,1
59190002,59190,Hazebrouck,Parc d'Activités de la Creule,50.7386492,2.5448477,Carrefour,1.849,,1.974,hausse,,hausse,stable,1,stable,1,stable,1
81100003,81100,CASTRES,154 Avenue Charles de Gaulle,43.5976776,2.259323,OMI,1.868,1.919,1.996,egal,egal,egal,stable,1,stable,1,stable,1
73100008,73500,VAL CENIS,ZONE DES FAVIERES-SOLLIERES,45.265707,6.812138,Intermarché,1.949,1.939,,egal,egal,,stable,1,stable,1,stable,1
35780001,35730,Pleurtuit,1 RUE DU CAP BRETON,48.61,-2.067,Intermarché,1.829,1.839,1.959,egal,egal,egal,stable,1,stable,1,stable,1
49450003,49450,Saint-André-de-la-Marche,1 rue André Ampère,47.0947785,-1.0058206,Intermarché,1.819,1.838,1.948,hausse,egal,egal,stable,1,stable,1,stable,1
49100002,49100,ANGERS,Boulevard Albert Camus,47.481406,-0.573631,E.Leclerc,1.870,,1.979,egal,,egal,stable,1,stable,1,stable,1
34190001,34190,GANGES,Quartier des Calquières,43.93026,3.70595,Système U,1.829,1.859,1.955,hausse,hausse,egal,stable,1,stable,1,stable,1
33850002,33850,LéOGNAN,2 Avenue de Bordeaux,44.734,-0.599,Système U,1.828,1.847,1.951,hausse,baisse,egal,stable,1,stable,1,stable,1
13870001,13870,Rognonas,23 Avenue du Général de Gaulle,43.90177,4.8034,Système U,1.827,1.879,1.979,baisse,egal,egal,stable,1,stable,1,stable,1
20167003,20090,AJACCIO,mezzavia centre rn 194,41.953,8.782,Vito,1.939,,,baisse,,,stable,1,stable,1,stable,1
62000005,62000,ARRAS,89 Avenue Fernand Lobbedez,50.28087,2.78103,E.Leclerc,1.827,1.854,1.929,egal,egal,egal,stable,1,stable,1,stable,1
83400006,83400,HYèRES,rue mario benard,43.113034,6.116316,E.Leclerc,1.873,1.847,,egal,egal,,stable,1,stable,1,stable,1
59250002,59250,HALLUIN,Boulevard de Roncq,50.7699233,3.1245941,Intermarché,1.849,1.869,1.979,egal,egal,egal,stable,1,stable,1,stable,1
42210001,42210,MONTROND-LES-BAINS,114 Rue du Rival,45.6432765,4.2331365,Station libre-service,1.866,1.857,1.975,egal,egal,egal,stable,1,stable,1,stable,1
73400003,73400,UGINE,14 Rue Antoine Borrel,45.7471404,6.417236,Carrefour,1.899,1.899,1.999,egal,egal,egal,stable,1,stable,1,stable,1
57160006,57160,Châtel-Saint-Germain,AVENUE DE LA LIBERATION,49.1097018,6.0999287,Total Access,1.871,1.872,,hausse,baisse,,stable,1,stable,1,stable,1
34200012,34200,SETE,79 boulevard camille,43.4038048,3.6627111,Avia,1.867,1.892,1.975,baisse,baisse,baisse,stable,1,stable,1,stable,1
38300004,38300,Bourgoin-Jallieu,45 AV ALSACE LORRAINE,45.586,5.264,Esso,1.819,1.832,1.935,baisse,egal,hausse,stable,1,stable,1,stable,1
69150001,69150,Décines-Charpieu,328 Avenue Jean Jaurès,45.772,4.97,Esso Express,1.847,1.847,1.940,egal,baisse,baisse,stable,1,stable,1,stable,1
35200003,35200,RENNES,Boulevard Paul Hutin Desgrées,48.0923854,-1.6401452,Carrefour Market,1.809,1.849,1.949,egal,egal,egal,stable,1,stable,1,stable,1
86100013,86100,Antran,AIRE DE CHATELLERAULT-ANTRAN,46.905065,0.5233986,Carrefour,2.207,2.114,2.214,egal,egal,egal,stable,1,stable,1,stable,1
12580001,12580,CAMPUAC,7 ROUTE DU QUILLODROME,44.57,2.592,Station service du Plateau,2.010,1.980,2.050,egal,egal,egal,stable,1,stable,1,stable,1
92190003,92190,MEUDON,97 TER ROUTE DU PAVE DES GARDES,48.8132,2.216901,Total,1.985,1.990,,baisse,,,stable,1,stable,1,stable,1
1500001,01500,Ambérieu-en-Bugey,Rue Alexandre Bérard,45.96244,5.359071,Carrefour,1.862,1.853,1.970,egal,egal,egal,stable,1,stable,1,stable,1
49320003,49320,Brissac-Quincé,PARC D'ACTIVITE DES FONTENELLES,47.341,-0.432,E.Leclerc,1.825,1.855,1.948,baisse,baisse,baisse,stable,1,stable,1,stable,1
80000014,80000,AMIENS,495 ROUTE D ABBEVILLE,49.9105791,2.2518593,Netto,1.847,1.874,1.985,hausse,egal,hausse,stable,1,stable,1,stable,1
74260002,74260,Les Gets,2917 ROUTE DES GRANDES ALPES,46.16159,6.6727928,TotalEnergies,1.990,,1.990,egal,,egal,stable,1,stable,1,stable,1
3200002,03200,VICHY,57 Avenue Poincaré,46.11614,3.43769,TotalEnergies,1.984,1.962,1.999,hausse,baisse,hausse,stable,1,stable,1,stable,1
69330005,69330,MEYZIEU,80 Rue Joseph Desbois,45.7818485,5.0061665,Intermarché,1.836,1.839,1.953,hausse,hausse,hausse,stable,1,stable,1,stable,1
93240001,93240,STAINS,80 BOULEVARD MAXIME GORKI,48.949,2.385,Carrefour,1.894,1.908,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
11000016,11000,CARCASSONNE,ZI PONT ROUGE,43.236,2.369,Carrefour,1.822,1.864,1.959,hausse,egal,egal,stable,1,stable,1,stable,1
59650002,59491,Villeneuve-d'Ascq,140 Rue Jean Jaurès,50.6648,3.14041,Match,,,,,,,stable,1,stable,1,stable,1
72190005,72190,Saint-Pavace,chemin de la pointe,48.032749,0.196749,Système U,1.899,1.919,1.999,egal,egal,egal,stable,1,stable,1,stable,1
57117001,57645,Montoy-Flanville,16 Route Sarrebruck,49.1168306,6.2771893,Avia,1.919,,,egal,,,stable,1,stable,1,stable,1
50300005,50300,AVRANCHES,Avenue du Quesnoy,48.6766476,-1.3510777,Intermarché,1.865,1.866,,baisse,egal,,stable,1,stable,1,stable,1
2400004,02400,CHÂTEAU-THIERRY,Z.I rue de la Plaine,49.037,3.39,E.Leclerc,1.819,1.849,,baisse,egal,,stable,1,stable,1,stable,1
54840004,54840,Gondreville,Rue de la Croix Saint-Nicolas,48.691615,5.9733575,Carrefour Contact,1.859,,1.965,baisse,,egal,stable,1,stable,1,stable,1
19240003,19240,ALLASSAC,CD N°9 RTE DU SAILLANT,45.2520338,1.4605862,Intermarché,1.870,1.898,2.008,hausse,egal,hausse,stable,1,stable,1,stable,1
44190002,44190,GORGES,Route de Clisson,47.0965744,-1.2936584,Total,1.920,1.895,1.990,egal,egal,egal,stable,1,stable,1,stable,1
1120006,01120,La Boisse,521 ROUTE NATIONALE,45.846,5.041,Total,1.946,1.923,1.990,hausse,hausse,egal,stable,1,stable,1,stable,1
83190004,83190,Ollioules,427 Avenue de la Résistance,43.133,5.846,Avia,2.025,,2.039,egal,,egal,stable,1,stable,1,stable,1
69510004,69510,Messimy,104 ROUTE DES MONTS DU LYONNAIS,45.684801,4.6683665,TotalEnergies,1.974,1.955,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
68360004,68360,Soultz-Haut-Rhin,9 Route de Guebwiller,47.898,7.222,Total,1.981,1.958,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
13220004,13220,Châteauneuf-les-Martigues,"CHEMIN DE PATAFLOUX, ZONE DU FOURNEILLER, CCIAL LES OLIVIERS",43.390478,5.163464,Carrefour Contact,1.965,1.899,2.050,egal,egal,egal,stable,1,stable,1,stable,1
62330002,62330,Guarbecque,Rue Delcourt,50.612,2.493,Netto,1.827,1.849,1.969,egal,egal,egal,stable,1,stable,1,stable,1
42600007,42600,MONTBRISON,ZA DES GRANGES,45.596,4.083,Intermarché,1.829,1.849,,egal,egal,,stable,1,stable,1,stable,1
78180002,78180,MONTIGNY-LE-BRETONNEUX,13 Avenue Ampère,48.798,2.048,Total,1.973,1.966,,hausse,baisse,,stable,1,stable,1,stable,1
37390002,37390,NOTRE-DAME-D'Oé,1 rue rené Cassin,47.439,0.699,Intermarché,1.839,,1.989,egal,,egal,stable,1,stable,1,stable,1
77400008,77400,THORIGNY-SUR-MARNE,17 allée des rousselets Zac des vallières,48.896,2.716,Intermarché,1.879,1.899,1.999,egal,egal,egal,stable,1,stable,1,stable,1
7220003,07220,Viviers,QUARTIER PLANZOLLES RN86,44.4751404,4.6881851,Carrefour,1.829,1.829,1.969,egal,egal,egal,stable,1,stable,1,stable,1
79310001,79310,Mazières-en-Gâtine,ECHANGEUR NORD,46.546,-0.314,Total,1.929,1.929,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
67130003,67130,La Broque,24 Rue du Donon,48.47898,7.2134,Intermarché,1.899,1.859,1.949,egal,egal,egal,stable,1,stable,1,stable,1
78175001,78100,SAINT-GERMAIN-EN-LAYE,130 Avenue du Maréchal Foch,48.9037936,2.0840496,TotalEnergies,1.986,1.990,1.990,hausse,egal,egal,stable,1,stable,1,stable,1
19300003,19300,Égletons,CHAULAUDRE,45.398,2.036,TotalEnergies,1.977,1.954,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
25300006,25300,HOUTAUD,route de dijon,46.914,6.319,E.Leclerc,1.839,1.859,1.949,egal,egal,egal,stable,1,stable,1,stable,1
86160002,86160,Gençay,Rue Emilien Fillon,46.374,0.407,Intermarché,1.833,1.851,1.954,egal,egal,egal,stable,1,stable,1,stable,1
20218004,20218,Ponte-Leccia,R.T 30,42.463,9.205,Vito,1.969,,,egal,,,stable,1,stable,1,stable,1
29830002,29830,PLOUDALMéZEAU,KERUSCAT,48.5375127,-4.6586255,Super U,1.809,1.829,1.929,egal,egal,egal,stable,1,stable,1,stable,1
76600014,76660,LONDINIERES,34 Route de Neufchâtel-en-Bray,49.83,1.404,Système U,1.829,,1.969,egal,,egal,stable,1,stable,1,stable,1
91760001,91760,ITTEVILLE,Route de la Ferté-Alais,48.4998263,2.351375,Intermarché,1.813,1.836,1.949,baisse,baisse,baisse,stable,1,stable,1,stable,1
69330003,69330,Meyzieu,49 Avenue de Verdun,45.776,4.991,Esso,1.845,1.848,1.937,hausse,hausse,egal,stable,1,stable,1,stable,1
44400005,44400,Rezé,140 Route des Sorinières,47.155,-1.537,TotalEnergies,1.844,,,hausse,,,stable,1,stable,1,stable,1
62530001,62530,Hersin-Coupigny,Rue Victor Hugo,50.4521321,2.6370175,Intermarché,1.859,1.869,1.955,hausse,egal,egal,stable,1,stable,1,stable,1
85800002,85800,SAINT-GILLES-CROIX-DE-VIE,LES MARATTES cd 38 bis,46.701,-1.93,TotalEnergies,1.923,1.913,1.990,hausse,baisse,,stable,1,stable,1,stable,1
69160003,69160,Tassin-la-Demi-Lune,50 Avenue du 11 Novembre 1918,45.764,4.759,Esso Express,1.878,1.879,1.959,egal,egal,egal,stable,1,stable,1,stable,1
35000020,35000,RENNES,"124, AVENUE DU GENERAL LECLERC",48.1138068,-1.6392535,Total Access,1.855,1.841,1.957,hausse,baisse,baisse,stable,1,stable,1,stable,1
62170005,62170,Montreuil,43 AV.GAL LECLERC,50.458,1.758,TotalEnergies,1.849,1.847,1.966,hausse,baisse,baisse,stable,1,stable,1,stable,1
35590004,35590,Saint-Gilles,"Beaurenom, RN12 sens Rennes/St-Brieuc",48.167594,-1.8760335,Total,2.111,2.174,2.324,baisse,egal,egal,stable,1,stable,1,stable,1
48600003,48600,Grandrieu,ROUTE DE ST CHELY,44.784,3.636,Ets Pignol,1.869,,,egal,,,stable,1,stable,1,stable,1
88400002,88400,Gérardmer,Zac de la Croisette,48.079,6.889,Intermarché,1.881,1.879,1.972,egal,egal,egal,stable,1,stable,1,stable,1
69571001,69570,Dardilly,23 Avenue de la Porte de Lyon,45.821,4.766,Auchan,1.844,1.815,1.963,egal,egal,egal,stable,1,stable,1,stable,1
15600003,15600,Saint-Étienne-de-Maurs,8 AVENUE D'AURILLAC,44.714,2.203,Intermarché,1.849,1.849,1.989,egal,egal,egal,stable,1,stable,1,stable,1
91210007,91210,DRAVEIL,70 BLD HENRI BARBUSSE,48.676,2.411,Total,1.973,1.966,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
5300005,05300,LARAGNE MONTEGLIN,1 RUE DU MAQUIS MORVAN,44.311,5.823,Esso Express,1.869,1.879,,egal,egal,,stable,1,stable,1,stable,1
86400004,86400,CIVRAY,59 BIS AVENUE HENRI ROUCHER,46.1578384,0.297477,Elan,2.030,,,egal,,,stable,1,stable,1,stable,1
37250002,37250,VEIGNé,2 Rue de Tivoli,47.293,0.719,Intermarché,1.807,1.837,1.944,egal,egal,egal,stable,1,stable,1,stable,1
11500002,11500,Quillan,STATION PIERRE LYS,42.878,2.183,TotalEnergies,1.932,1.947,,egal,egal,,stable,1,stable,1,stable,1
44190001,44190,GETIGNE,14 avenue Xavier Rineau - Le Barillet,47.084,-1.263,Super U,1.808,1.853,1.938,hausse,hausse,hausse,stable,1,stable,1,stable,1
26120001,26120,CHABEUIL,ZONE DES GOUVERNAUX,44.902,5.008,TotalEnergies,1.865,1.855,1.971,hausse,baisse,baisse,stable,1,stable,1,stable,1
31410001,31410,Longages,Grand'Rue,43.355,1.239,TotalEnergies,1.947,,,hausse,,,stable,1,stable,1,stable,1
78700002,78700,Conflans-Sainte-Honorine,10 Place de la Liberté et du 8 Mai 1945,49.006448,2.118541,Carrefour Market,1.879,,1.989,egal,,egal,stable,1,stable,1,stable,1
47300002,47300,BIAS,224 Avenue de Bordeaux,44.404,0.688,Total,1.861,1.859,1.979,hausse,baisse,baisse,stable,1,stable,1,stable,1
59155007,59155,Faches-Thumesnil,C.C. AUCHAN - LIEU-DIT MOULIN DE,50.584,3.084,Total Access,1.853,1.837,1.955,hausse,baisse,baisse,stable,1,stable,1,stable,1
7200015,07200,Saint-Didier-sous-Aubenas,RUE DE MONTELIMAR,44.611234,4.409504,Intermarché,1.799,1.925,,baisse,hausse,,stable,1,stable,1,stable,1
80190002,80190,NESLE,Route de Rouy,49.7638871,2.923365,Auchan,1.829,1.850,1.989,egal,egal,egal,stable,1,stable,1,stable,1
91210008,91210,DRAVEIL,108 AV DU GENERAL DE GAULLE,48.6864609,2.4031481,Total,,,,,,,stable,1,stable,1,stable,1
74970001,74970,MARIGNIER,"40, RUE DES CLUS",46.08,6.502,Système U,1.849,1.849,1.949,egal,egal,egal,stable,1,stable,1,stable,1
63400001,63400,Chamalières,77 AV DE ROYAT,45.775,3.064,Esso,1.886,1.848,1.968,baisse,egal,egal,stable,1,stable,1,stable,1
13500005,13500,Martigues,RN 568,43.413,5.017,Esso Express,1.874,1.857,1.937,hausse,,,stable,1,stable,1,stable,1
6250009,06250,MOUGINS,AUTOROUTE A8 - AIRE DE LA CÔTE D'AZUR,43.584,7.025,TotalEnergies,2.003,1.990,1.990,egal,egal,egal,stable,1,stable,1,stable,1
59360003,59360,LE CATEAU,37 av Mal de Lattre de Tassigny,50.0937949,3.5368471,Intermarché,1.839,1.859,1.959,egal,egal,egal,stable,1,stable,1,stable,1
50330002,50330,SAINT-PIERRE-ÉGLISE,139 Rue du Général de Gaulle,49.667,-1.391,Esso,2.097,,,egal,,,stable,1,stable,1,stable,1
74302001,74300,Cluses,819 Avenue de la République,46.061,6.564,TotalEnergies,1.984,,1.990,hausse,,egal,stable,1,stable,1,stable,1
29160005,29160,Crozon,9 ROUTE DE CHATEAULIN,48.248308,-4.416009,Total,1.975,1.975,1.990,egal,egal,egal,stable,1,stable,1,stable,1
70190005,70190,NEUVELLE LES CROMANY,RUE DES CYTISES,47.4178032,6.0730637,Intermarché,1.859,1.859,1.959,egal,egal,egal,stable,1,stable,1,stable,1
14780003,14780,Lion-sur-Mer,21 BOULEVARD PAUL DOUMER,49.301827,-0.318643,Carrefour Contact,1.859,,1.999,egal,,egal,stable,1,stable,1,stable,1
43200002,43200,YSSINGEAUX,101 avenue de la Marne,45.14693,4.12796,Avia,1.919,,1.999,hausse,,egal,stable,1,stable,1,stable,1
74270006,74270,MUSIEGES,ZA DES BONNETS,46.016,5.944,Netto,1.819,1.818,1.969,egal,egal,egal,stable,1,stable,1,stable,1
36400005,36400,La Châtre,Avenue d'Auvergne,46.5816643,2.0013329,Total Access,1.856,1.856,1.975,hausse,baisse,baisse,stable,1,stable,1,stable,1
61130001,61130,SAINT-MARTIN-DU-VIEUX-BELLEME,Rue Guillaume SEZNEC,48.375,0.542,Carrefour,1.839,,1.999,egal,,egal,stable,1,stable,1,stable,1
42600001,42600,Montbrison,4 route de Feurs,45.601,4.061,Carrefour,1.849,1.859,,egal,egal,,stable,1,stable,1,stable,1
44570007,44570,TRIGNAC,RN 171,47.305033,-2.212259,Avia,1.989,2.029,2.139,egal,egal,egal,stable,1,stable,1,stable,1
27460003,27460,Igoville,RN 15,49.32,1.156,Esso Express,1.895,1.898,1.978,egal,egal,egal,stable,1,stable,1,stable,1
30100018,30100,Alès,CENTRE COMMERCIAL LIDL 173 RTE DE NIMES,44.114,4.101,Esso,1.829,1.839,1.939,hausse,hausse,hausse,stable,1,stable,1,stable,1
33740001,33740,Arès,Route de Bordeaux,44.769,-1.111,E.Leclerc,1.819,1.849,1.919,egal,hausse,egal,stable,1,stable,1,stable,1
67470001,67470,SELTZ, Route de Hatten,48.8954444,8.0868667,Super U,1.879,1.895,1.959,egal,egal,egal,stable,1,stable,1,stable,1
86220003,86220,Les Ormes,Route Nationale 10 - Lieu-dit la Fosse aux Sables,46.948,0.608,Total,1.990,,,egal,,,stable,1,stable,1,stable,1
77520002,77520,DONNEMARIE DONTILLY,2 RUE MONTPENSIER,48.476368,3.139413,Intermarché,1.842,1.856,1.963,hausse,baisse,baisse,stable,1,stable,1,stable,1
71160002,71160,DIGOIN,Rue de la Faïencerie,46.488,3.993,E.Leclerc,1.849,1.889,2.019,egal,egal,egal,stable,1,stable,1,stable,1
71290003,71290,CUISERY,37 RUE DES TONNETTES,46.5579897,4.9960207,Netto,1.855,1.869,1.980,egal,egal,egal,stable,1,stable,1,stable,1
20213006,20213,PENTA DI CASINCA,RT10,42.446202,9.507613,TotalEnergies,,1.920,,,egal,,stable,1,stable,1,stable,1
86360004,86360,Chasseneuil-du-Poitou,7 ROUTE DE PARIS,46.632,0.356,Total Access,1.844,1.842,1.957,hausse,baisse,baisse,stable,1,stable,1,stable,1
26300013,26300,Châteauneuf-sur-Isère,rond point du gymnase - quartier les peches,45.007,4.928,Carrefour,1.900,1.867,1.992,egal,egal,egal,stable,1,stable,1,stable,1
84310004,84310,Morières-lès-Avignon,Autoroute A7 (Sens Lyon - Marseille),43.9231858,4.9122424,Esso,2.060,2.020,2.120,egal,egal,egal,stable,1,stable,1,stable,1
62138002,62138,AUCHY-LES-MINES,ZAC DES FLANDRES,50.51,2.784,Carrefour,1.826,,1.997,baisse,,baisse,stable,1,stable,1,stable,1
57150002,57150,Creutzwald,3 Rue du Barrois,49.202,6.708,Esso Express,1.908,1.904,2.008,egal,egal,egal,stable,1,stable,1,stable,1
93150007,93150,Le Blanc-Mesnil,2 AV DU 8 MAI 1945,48.940844,2.431767,Esso Express,1.885,1.897,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
62120006,62120,Aire-sur-la-Lys,ROUTE DE LAMBRES,50.629,2.39,Esso,1.839,1.869,1.979,egal,egal,egal,stable,1,stable,1,stable,1
33600006,33600,Pessac,3 Avenue du Général Leclerc,44.799,-0.664,Esso Express,1.899,1.826,1.977,egal,baisse,egal,stable,1,stable,1,stable,1
94110004,94110,Arcueil,20 Avenue Paul Vaillant-Couturier,48.801,2.34,Esso,1.904,1.911,1.991,hausse,baisse,baisse,stable,1,stable,1,stable,1
31130003,31130,Balma,23 Avenue des Aérostiers,43.609,1.489,Esso Express,1.880,1.855,1.935,hausse,baisse,baisse,stable,1,stable,1,stable,1
31700004,31700,Blagnac,9 Avenue du Général Compans,43.626,1.398,Esso,1.865,1.854,1.947,hausse,baisse,egal,stable,1,stable,1,stable,1
62149001,62149,Cambrin,126 Boulevard Louis Lesage,50.512,2.746,Esso Express,1.853,1.850,1.930,hausse,baisse,baisse,stable,1,stable,1,stable,1
56340001,56340,Plouharnel,ROND POINT DE L OCEAN,47.5993503,-3.1124664,Super U,1.840,,1.950,egal,,egal,stable,1,stable,1,stable,1
33260010,33260,La Teste-de-Buch,RD112 Lieu dit Jaumard,44.549,-1.158,Auchan,1.930,1.891,1.987,egal,egal,egal,stable,1,stable,1,stable,1
49280001,49280,LA SéGUINIèRE,38 Avenue de Nantes,47.06,-0.941,TotalEnergies,1.961,1.940,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
13710002,13710,Fuveau,RN 96 LES 4 CHEMINS LA BARQUE,43.478,5.538,Esso Express,1.874,1.854,1.974,hausse,baisse,baisse,stable,1,stable,1,stable,1
94550001,94550,Chevilly-Larue,264 Avenue de Stalingrad,48.767,2.368,Esso Express,1.904,1.911,1.991,hausse,baisse,baisse,stable,1,stable,1,stable,1
59700004,59700,Marcq-en-Baroeul,115 Boulevard Clemenceau,50.664,3.089,Esso,1.865,1.855,1.935,baisse,baisse,baisse,stable,1,stable,1,stable,1
6230002,06230,Villefranche-sur-Mer,1 Boulevard de la Corne d'Or,43.706,7.301,Esso,1.918,1.898,1.978,hausse,baisse,baisse,stable,1,stable,1,stable,1
69290001,69290,Craponne,15 Avenue Édouard Millaud,45.747,4.741,Esso,1.877,1.875,1.990,hausse,hausse,egal,stable,1,stable,1,stable,1
84000008,84000,Avignon,18 Route de Lyon,43.951,4.825,Esso Express,1.867,1.854,1.974,hausse,baisse,egal,stable,1,stable,1,stable,1
76160002,76160,Darnétal,42 Rue Sadi Carnot,49.441,1.148,Esso Express,1.858,1.898,1.978,egal,egal,egal,stable,1,stable,1,stable,1
65000004,65000,Tarbes,BD DE LATTRE DE TASSIGNY,43.2228872,0.057939,Esso,1.845,1.858,1.938,egal,egal,egal,stable,1,stable,1,stable,1
31120005,31120,Portet-sur-Garonne,50 Route d'Espagne,43.543,1.416,Esso Express,1.864,1.850,,hausse,baisse,,stable,1,stable,1,stable,1
67150001,67150,Erstein,ROUTE DE LYON,48.4152699,7.6362013,Esso,1.926,1.870,2.008,egal,baisse,egal,stable,1,stable,1,stable,1
80480001,80480,Salouël,2 Route de Normandie,49.87,2.241,Esso Express,1.805,1.824,1.952,egal,egal,hausse,stable,1,stable,1,stable,1
69720002,69720,Saint-Laurent-de-Mure,RN 6,45.690565,5.037108,Esso,1.855,1.840,1.923,hausse,baisse,baisse,stable,1,stable,1,stable,1
74100005,74100,Annemasse,6 Route des Vallées,46.194,6.241,Esso,1.934,1.854,1.967,egal,egal,egal,stable,1,stable,1,stable,1
95170002,95170,Deuil-la-Barre,17 Route de Saint-Denis,48.961,2.326,Esso Express,1.893,1.884,1.964,hausse,egal,egal,stable,1,stable,1,stable,1
77700003,77700,COUPVRAY,1 Avenue Robert Schuman,48.8723967,2.7969544,Esso,2.055,2.023,2.123,egal,egal,egal,stable,1,stable,1,stable,1
74800002,74800,Saint-Pierre-en-Faucigny,3515 Avenue du Mont-Blanc,46.073,6.392,Esso Express,1.904,1.892,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
71100008,71100,Chalon-sur-Saône,37 AV NICEPHORE NIEPCE,46.782,4.847,Esso Express,1.943,1.849,1.929,egal,hausse,hausse,stable,1,stable,1,stable,1
83170003,83170,Brignoles,AV DE LA LIBERATION,43.406,6.073,Esso,1.888,1.898,1.978,egal,egal,egal,stable,1,stable,1,stable,1
38190004,38330,Saint-Nazaire-les-Eymes,AUTOROUTE A 41,45.247,5.868,Esso,2.158,2.060,2.160,egal,egal,egal,stable,1,stable,1,stable,1
83220002,83220,Le Pradet,157 Avenue Ganzin,43.107,6.027,Esso,1.841,1.840,1.920,egal,egal,egal,stable,1,stable,1,stable,1
83490002,83490,Le Muy,1068 ROUTE D'AIX,43.468,6.549,Esso,1.892,1.868,1.948,hausse,baisse,baisse,stable,1,stable,1,stable,1
34000009,34000,Montpellier,427 Avenue des États du Languedoc,43.6071551,3.8861951,Esso Express,1.869,1.857,1.971,hausse,baisse,baisse,stable,1,stable,1,stable,1
51200004,51200,Épernay,34 Avenue Jean Jaurès,49.047,3.95,Esso Express,1.900,1.882,1.970,egal,baisse,baisse,stable,1,stable,1,stable,1
76330003,76330,PORT JEROME SUR SEINE,2 avenue du General DE GAULLE,49.489,0.566,Esso,1.841,1.849,1.946,hausse,baisse,hausse,stable,1,stable,1,stable,1
59380002,59380,Bierne,16 rue nationale,50.973,2.423,Esso Express,1.857,1.858,1.952,hausse,baisse,baisse,stable,1,stable,1,stable,1
75015011,75015,Paris,19 BD DES FRERES VOISINS,48.828,2.272,TotalEnergies,1.910,1.917,1.997,hausse,baisse,baisse,stable,1,stable,1,stable,1
55100003,55100,Verdun,2 Avenue Miribel,49.168,5.387,Intermarché,1.897,1.883,2.017,egal,egal,egal,stable,1,stable,1,stable,1
64000007,64000,Pau,34 Avenue des Martyrs du Pont Long,43.339,-0.38,Esso Express,1.872,1.859,1.966,hausse,baisse,baisse,stable,1,stable,1,stable,1
68180001,68180,Horbourg-Wihr,73 Grand'Rue,48.08,7.398,Esso Express,1.960,1.873,1.990,egal,egal,hausse,stable,1,stable,1,stable,1
40530002,40530,Labenne,AUTOROUTE A63 COTE EST,43.586,-1.42,Esso,2.213,2.084,2.184,egal,egal,egal,stable,1,stable,1,stable,1
40530001,40530,Labenne,AUTOROUTE A63 COTE OUEST,43.587,-1.42,Esso,2.184,2.076,2.176,egal,egal,egal,stable,1,stable,1,stable,1
78110002,78110,Le Vésinet,101 Boulevard Carnot,48.896,2.126,Esso,1.905,1.918,1.998,hausse,baisse,baisse,stable,1,stable,1,stable,1
59400004,59400,Cambrai,BLD DE LA LIBERTE,50.169,3.232,Esso Express,1.877,1.871,1.951,hausse,baisse,baisse,stable,1,stable,1,stable,1
75012010,75012,Paris,36 Quai de la Rapée,48.842,2.373,Esso Express,1.994,1.928,2.008,hausse,baisse,baisse,stable,1,stable,1,stable,1
84700004,84700,Sorgues,1238 ROUTE D'ORANGE,44.0272072,4.87409,Total Access,1.875,1.857,2.139,hausse,baisse,egal,stable,1,stable,1,stable,1
41600004,41600,CHAUMONT-SUR-THARONNE,AUTOROUTE A 71,47.663,1.93,Esso,2.097,2.067,2.167,baisse,baisse,baisse,stable,1,stable,1,stable,1
20215001,20215,Vescovato,ARENA,42.5,9.466,Vito,1.970,,,baisse,,,stable,1,stable,1,stable,1
64110003,64110,Jurançon,AVENUE HENRI IV,43.2805307,-0.3872469,Total,1.965,1.952,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
25150002,25150,Pont-de-Roide,26 Rue des Bouleaux,47.3883128,6.7674265,Intermarché,1.831,1.837,1.942,egal,egal,egal,stable,1,stable,1,stable,1
41170002,41170,Mondoubleau,Route de Cloyes,47.9823961,0.9075174,Super U,1.843,1.897,1.963,egal,egal,egal,stable,1,stable,1,stable,1
50000007,50000,Saint-Lô,1214 Avenue de Paris,49.116302,-1.058331,Bazin Bariteaud,1.845,1.879,1.969,egal,egal,egal,stable,1,stable,1,stable,1
