id,cp,ville,adresse,latitude,longitude,enseigne,gazole,e10,sp98,tendance_gazole,tendance_e10,tendance_sp98,tendance_demain_gazole,confiance_demain_gazole,tendance_demain_e10,confiance_demain_e10,tendance_demain_sp98,confiance_demain_sp98
20290003,20290,Borgo,Lieu-dit Revinco - RN 193,42.56756,9.44075,TotalEnergies,1.980,,,egal,,,stable,1,stable,1,stable,1
91130008,91130,Ris-Orangis,RN7 DOMAINE DE L'AUNETTE,48.648,2.417,Intermarché,1.880,1.884,2.020,hausse,baisse,egal,stable,1,stable,1,stable,1
44420002,44420,LA TURBALLE,2 rue des Pins,47.353,-2.512,Système U,1.823,1.863,1.956,egal,egal,egal,stable,1,stable,1,stable,1
80690001,80690,Ailly-le-Haut-Clocher,17 ROUTE NATIONALE,50.078805,1.995536,Elan,2.160,,,egal,,,stable,1,stable,1,stable,1
4500003,04500,Riez,Quartier Samson,43.822,6.091,Intermarché,1.859,1.869,1.979,egal,egal,egal,stable,1,stable,1,stable,1
45500010,45500,Gien,CHEMIN DES ALLIX,47.689497,2.643765,Carrefour Market,1.829,,,egal,,,stable,1,stable,1,stable,1
52160010,52160,Perrogney-les-Fontaines,A31 aide de Langres Noidant,47.815202,5.2219784,Avia,1.948,1.963,2.067,baisse,baisse,baisse,stable,1,stable,1,stable,1
45500007,45500,GIEN,Rue de la Bosserie,47.707813,2.6369349,E.Leclerc,1.829,1.879,1.979,egal,egal,egal,stable,1,stable,1,stable,1
88200018,88200,st etienne les remiremont,41 rue de la moselotte,48.02,6.615,Total,1.934,1.921,1.990,egal,egal,egal,stable,1,stable,1,stable,1
37100012,37100,tours,35 rue de jemmapes,47.425,0.682,Système U,1.867,,2.026,egal,,egal,stable,1,stable,1,stable,1
69480007,69480,ANSE,831 route de villefranche,45.944469,4.714572,Eni,1.949,1.949,2.049,egal,egal,egal,stable,1,stable,1,stable,1
88560004,88560,SAINT MAURICE SUR MOSELLE,3 RUE DU PONT JEAN RN66,47.856,6.811,Avia XPress,1.899,,,egal,,,stable,1,stable,1,stable,1
35550006,35550,LOHEAC,1 RUE DE L'ECUSSON,47.872483,-1.87713,Elan,1.990,1.990,1.990,baisse,egal,egal,stable,1,stable,1,stable,1
86600001,86600,Lusignan,63 av Saintonge,46.42874,0.11532,Intermarché,1.846,1.850,1.956,egal,egal,egal,stable,1,stable,1,stable,1
59780003,59780,Camphin-en-Pévèle,RD 93 GRANDE RUE,50.594775,3.257818,Super U,1.837,1.849,1.953,egal,egal,egal,stable,1,stable,1,stable,1
6300012,06300,Nice,10 Corniche André de Joly,43.702,7.294,Station des Oliviers,1.969,1.961,2.036,egal,egal,egal,stable,1,stable,1,stable,1
27800001,27800,BRIONNE,Rue des Martyres,49.1999555,0.7136127,Carrefour,1.900,,,egal,,,stable,1,stable,1,stable,1
22650001,22650,PLOUBALAY,ROUTE DE ST JACUT,48.577,-2.152,Total,1.933,1.939,1.990,egal,egal,egal,stable,1,stable,1,stable,1
91100021,91100,CORBEIL ESSONNES,18 Boulevard Jean jaures,48.606,2.466,Euro Pétrol,1.842,1.881,1.989,egal,egal,egal,stable,1,stable,1,stable,1
13127012,13127,VITROLLES,BD VICTOR GELU,43.446,5.247,Esso,1.919,1.919,2.029,egal,egal,egal,stable,1,stable,1,stable,1
16230004,16230,MANSLE,AVENUE PAUL MAIRAT,45.873,0.173,Avia,1.969,1.999,2.099,egal,egal,egal,stable,1,stable,1,stable,1
50500006,50500,Saint-Hilaire-Petitville,rue de l'avenir,49.3033052,-1.2131511,E.Leclerc,1.828,1.885,,egal,egal,,stable,1,stable,1,stable,1
6270004,06270,VILLENEUVE LOUBET,ROUTE DU BORD DE MER,43.64,7.139,Intermarché,1.819,1.829,1.929,baisse,egal,egal,stable,1,stable,1,stable,1
12000016,12000,RODEZ,24 avenue de la gineste,44.36192,2.566116,Intermarché,1.849,1.876,1.969,hausse,hausse,baisse,stable,1,stable,1,stable,1
78710004,78710,ROSNY SUR SEINE,Aire de Rosny Nord - Autoroute A13 - Sens Paris,48.993,1.634,BP,2.014,2.029,2.113,baisse,baisse,baisse,stable,1,stable,1,stable,1
56360004,56360,Le Palais,Kersablen,47.3401999,-3.1744287,Super U,2.204,,,egal,,,stable,1,stable,1,stable,1
92100010,92100,Boulogne-Billancourt,16 Avenue André Morizet,48.83468,2.24193,Total,2.020,,1.990,baisse,,egal,stable,1,stable,1,stable,1
63100011,63100,Clermont-Ferrand,Rue Nicolas Joseph Cugnot,45.783551,3.122939,Intermarché,1.815,1.825,1.939,egal,egal,egal,stable,1,stable,1,stable,1
26400009,26400,grane,2 montée du beffroi,44.734,4.925,Système U,1.840,1.847,1.940,egal,egal,egal,stable,1,stable,1,stable,1
20166005,20166,PORTICCIO,Veta Porticcio,41.898,8.81,Vito,1.939,,,egal,,,stable,1,stable,1,stable,1
86130010,86130,Jaunay-Clan,AUTOROUTE A10,46.691,0.355,Avia,2.120,2.090,2.190,egal,egal,egal,stable,1,stable,1,stable,1
57360001,57360,Amnéville,RUE CLEMENCEAU,49.256367,6.130175,E.Leclerc,1.869,1.879,,egal,egal,,stable,1,stable,1,stable,1
59540003,59540,CAUDRY,Boulevard du 19 Mars 1962,50.113,3.416,TotalEnergies,1.945,,,egal,,,stable,1,stable,1,stable,1
62134001,62134,ANVIN,73 RUE D.HESDIN,50.4465073,2.2554333,Carrefour,1.998,,2.039,egal,,egal,stable,1,stable,1,stable,1
59114003,59114,Steenvoorde,144 Route d'Eecke,50.8,2.592,Super U,1.859,1.879,1.999,egal,egal,egal,stable,1,stable,1,stable,1
6750002,06750,Séranon,7794 ROUTE NAPOLÉON,43.764,6.656,Station Girardin,1.930,1.920,1.998,egal,egal,egal,stable,1,stable,1,stable,1
47200012,47200,Marmande,118 Avenue Jean Jaurès,44.508,0.147,Intermarché,1.825,1.869,1.958,egal,baisse,baisse,stable,1,stable,1,stable,1
16200005,16200,Jarnac,40 avenue Général Leclerc,45.681,-0.164,Intermarché,1.845,1.865,1.969,egal,egal,egal,stable,1,stable,1,stable,1
29420001,29420,Plouénan,Rue de Bel Air,48.6309951,-3.9895067,Système U,1.869,,1.949,hausse,,egal,stable,1,stable,1,stable,1
89160001,89160,Ancy-le-Franc,"21, rue du collège",47.77,4.175,bi1,1.919,,2.079,egal,,egal,stable,1,stable,1,stable,1
37420003,37420,AVOINE,11 PLACE EMILE ZOLA,47.2049782,0.1833347,Carrefour,1.968,,1.999,egal,,egal,stable,1,stable,1,stable,1
73190002,73190,Saint-Jeoire-Prieuré,AIRE DE L'ABIS autoroute A 43,45.525,5.977,Esso,2.219,2.219,2.329,egal,egal,egal,stable,1,stable,1,stable,1
69720005,69720,SAINT-BONNET-DE-MURE,6 Route Nationale,45.697435,5.015339,Intermarché,1.839,1.849,1.969,hausse,hausse,baisse,stable,1,stable,1,stable,1
33450008,33450,Montussan,10 ROUTE DE LALANDE,44.874006,-0.429219,Intermarché,1.839,1.829,,egal,egal,,stable,1,stable,1,stable,1
92100014,92100,BOULOGNE BILLANCOURT,29-31 AVENUE MORIZET,48.83585,2.23898,Total,1.985,1.990,1.990,baisse,,,stable,1,stable,1,stable,1
20145004,20145,Solenzara,RN T 10,41.857886,9.364222,TotalEnergies,2.090,,,egal,,,stable,1,stable,1,stable,1
7380001,07380,Lalevade-d'ardèche,Quartier de la gare,44.6458039,4.3274383,Elan,1.969,,1.990,egal,,egal,stable,1,stable,1,stable,1
73870003,73870,Saint-Julien-Mont-Denis,"Autoroute A43, Aire de Saint-Julien-Mont-Denis",45.245935,6.424388,Dyneff,2.179,2.179,2.279,egal,egal,egal,stable,1,stable,1,stable,1
3000006,03000,Avermes,ZAC les portes de l'Allier,46.590717,3.322571,E.Leclerc,1.829,1.869,1.989,egal,egal,egal,stable,1,stable,1,stable,1
44250005,44250,Saint-Brevin-les-Pins,ROUTE BLEUE - LA HAUTIERE,47.22914,-2.15541,Total Access,1.850,1.845,1.965,hausse,,,stable,1,stable,1,stable,1
69220011,69220,Dracé,Autoroute A6 382 Chemin de l'emprunt,46.143062,4.767536,Fulli,1.963,2.005,2.087,hausse,hausse,egal,stable,1,stable,1,stable,1
13600023,13600,La Ciotat,QUARTIER PIGNET DU ROHAN ZAC DE LATTRE DE TASSIGNY,43.191,5.602,Intermarché,1.899,1.865,1.953,egal,egal,egal,stable,1,stable,1,stable,1
12780002,12780,SAINT LéONS,D 911 LE BOIS DU FOUR,44.2348888,2.9873967,Porte du Lévézou,1.865,,2.059,egal,,egal,stable,1,stable,1,stable,1
66000003,66000,PERPIGNAN,2060 Avenue Julien Panchot,42.684,2.865,Dyneff,1.909,1.899,2.019,hausse,egal,egal,stable,1,stable,1,stable,1
86530001,86530,NAINTRé,Avenue du Cerisier Noir,46.7567715,0.4846235,Intermarché,1.859,1.895,1.995,egal,egal,egal,stable,1,stable,1,stable,1
76260004,76260,Eu,"15, place du Général De Gaulle",50.043,1.42,Esso,1.968,1.933,2.008,egal,egal,egal,stable,1,stable,1,stable,1
20243001,20243,PRUNELLI-DI-FIUMORBO,Lieu-Dit Migliacciaro,41.998686,9.40286,Total,1.970,,,egal,,,stable,1,stable,1,stable,1
80240001,80240,ROISEL,Rue du Nouveau Monde,49.948,3.108,Carrefour,1.859,,1.999,egal,,egal,stable,1,stable,1,stable,1
95600001,95600,EAUBONNE,48 AVENUE KELLERMANN,48.978,2.291,TotalEnergies,1.984,1.981,1.990,hausse,hausse,egal,stable,1,stable,1,stable,1
42210003,42210,MONTROND-LES-BAINS,444 route de Saint Etienne,45.63477,4.23902,Michalon,1.897,1.992,,egal,egal,,stable,1,stable,1,stable,1
41210000,41210,Neung-sur-Beuvron,Lieu-dit La Croûte,47.525,1.812,Carrefour,1.899,,1.999,egal,,egal,stable,1,stable,1,stable,1
13330001,13330,Pélissanne,34 route de salon de provence,43.629433,5.134491,Intermarché,1.839,1.849,1.999,hausse,hausse,egal,stable,1,stable,1,stable,1
19250003,19250,MEYMAC,RUE DU PAS REDON,45.5303549,2.1420713,Netto,1.899,1.899,,egal,egal,,stable,1,stable,1,stable,1
69190012,69190,Saint-Fons,54 boulevard Yves Farge,45.693,4.86,TotalEnergies,1.988,1.961,1.990,hausse,hausse,egal,stable,1,stable,1,stable,1
13007008,13007,Marseille,95 Avenue des roches,43.278567,5.363241,Eni,1.999,1.999,2.099,egal,egal,egal,stable,1,stable,1,stable,1
30250002,30250,AUJARGUES,Le Grand Jardin,43.7884449,4.1140301,Intermarché,1.869,1.879,,egal,egal,,stable,1,stable,1,stable,1
67240002,67240,BISCHWILLER,17 Route d'Oberhoffen,48.7686781,7.8645908,Super U,1.889,1.909,1.979,egal,egal,egal,stable,1,stable,1,stable,1
19200003,19200,Ussel,Route de Ponty,45.54275,2.29749,E.Leclerc,1.864,1.868,1.988,baisse,egal,egal,stable,1,stable,1,stable,1
38530005,38530,BARRAUX,RN 90,45.428515,5.995517,Intermarché,1.832,1.872,2.057,egal,egal,egal,stable,1,stable,1,stable,1
86370008,86370,VIVONNE,Brandes De Cercigny RN10,46.377,0.211,Esso Express,1.909,,2.039,hausse,,hausse,stable,1,stable,1,stable,1
34200002,34200,Sète,332 Avenue du Maréchal Juin,43.4074784,3.7046584,Carrefour Market,1.859,1.859,1.979,egal,egal,egal,stable,1,stable,1,stable,1
34973001,34970,LATTES,ROUTE DE CARNON - Av. Georges Frêche - CS61015,43.581125,3.931017,Carrefour,1.856,1.848,1.967,egal,egal,egal,stable,1,stable,1,stable,1
16700008,16700,RUFFEC,CHAMP BARBE JAUNE,46.034901,0.180712,E.Leclerc,1.825,1.859,1.949,hausse,egal,egal,stable,1,stable,1,stable,1
71260004,71260,LUGNY,143 rue du four a chaux,46.4727022,4.8096234,Total,1.990,,1.990,baisse,,hausse,stable,1,stable,1,stable,1
35114002,35114,Saint-Benoît-des-Ondes,rue du bord de mer,48.619,-1.849,Total,1.957,1.959,1.990,baisse,baisse,egal,stable,1,stable,1,stable,1
38470003,38470,Vinay,2375 ROUTE DE GRENOBLE,45.22,5.435,Total,1.930,1.965,1.990,egal,egal,egal,stable,1,stable,1,stable,1
45480002,45480,BAZOCHES LES GALLERANDES,13 RUE DE PITHIVIER,48.161125,2.05182,Carrefour Contact,1.846,1.869,1.999,egal,egal,egal,stable,1,stable,1,stable,1
51068001,51100,Reims,1 RUE FRANCIS GARNIER,49.287,4.026,Carrefour,1.852,1.848,1.988,egal,egal,egal,stable,1,stable,1,stable,1
49122003,49122,BEGROLLES EN MAUGES,RD PT DU MOULIN DES LANDES,47.132,-0.943,Elan,1.979,,,egal,,,stable,1,stable,1,stable,1
50420001,50420,Gouvets,Aire de la Vallée de la Vire - A84,48.9081753,-1.1042,Shell,2.208,2.277,2.427,egal,egal,egal,stable,1,stable,1,stable,1
31140008,31140,Fonbeauzard,Route de Béssières,43.69,1.452,Super U,1.838,1.839,1.993,egal,egal,egal,stable,1,stable,1,stable,1
11500005,11500,QUILLAN,ZA LA PLAGE SUD,42.893,2.194,Carrefour,1.839,,,egal,,,stable,1,stable,1,stable,1
28000007,28000,CHARTRES,Route de Patay,48.432401,1.492715,Intermarché,1.841,1.857,1.961,egal,egal,egal,stable,1,stable,1,stable,1
76340005,76340,BLANGY SUR BRESLE,RUE DES MARAIS,49.930638,1.637064,Système U,1.852,1.897,1.980,egal,egal,egal,stable,1,stable,1,stable,1
62400003,62400,ESSARS,Rue du 11 Novembre,50.5459229,2.6609999,Carrefour,1.858,1.842,2.001,egal,egal,egal,stable,1,stable,1,stable,1
62100016,62100,Calais,56 Avenue Antoine de Saint-Exupéry,50.9460701,1.8904939,Intermarché,1.849,1.859,1.999,egal,egal,egal,stable,1,stable,1,stable,1
33000016,33000,BORDEAUX,313 Cours Maréchal-Gallieni,44.819,-0.602,Esso Express,1.919,1.879,2.029,egal,hausse,hausse,stable,1,stable,1,stable,1
91490005,91490,Milly-la-Forêt,AV DE GANAY - RN 148,48.407371,2.46799,Total Access,1.865,1.873,1.990,hausse,,egal,stable,1,stable,1,stable,1
39000004,39000,LONS-LE-SAUNIER,32 Avenue Camille Prost,46.6706707,5.5701895,Avia,1.969,,1.999,egal,,egal,stable,1,stable,1,stable,1
77120004,77120,Mouroux,RN 34,48.8178929,3.0530602,Carrefour,1.929,,2.059,egal,,egal,stable,1,stable,1,stable,1
80100003,80860,NOUVION,1 RUE DE LA MAIRIE,50.211773,1.778884,Carrefour Contact,1.889,,1.999,baisse,,baisse,stable,1,stable,1,stable,1
68210001,68210,DANNEMARIE,18A Rue de Belfort,47.631177,7.1155186,Total,1.963,1.971,1.990,egal,egal,egal,stable,1,stable,1,stable,1
33210001,33210,LANGON,8 ROUTE DE VILLANDRAUT,44.5519107,-0.264609,TotalEnergies,1.948,1.954,1.990,hausse,egal,egal,stable,1,stable,1,stable,1
74890001,74890,BONS-EN-CHABLAIS,ROUTE DE LA SCIERIE,46.264,6.37,Carrefour,1.920,1.915,2.040,egal,egal,egal,stable,1,stable,1,stable,1
80140004,80140,OISEMONT,21 AVENUE FRANCOIS MITTERRAND,49.96,1.766,Total Access,1.970,,1.980,egal,,egal,stable,1,stable,1,stable,1
92000024,92000,NANTERRE,265 AV GEORGES CLEMENCEAU,48.8858603,2.2199625,BP,,,,,,,stable,1,stable,1,stable,1
51260005,51260,Anglure,38 rue de sezanne,48.589,3.813,Carrefour,1.959,,2.059,egal,,egal,stable,1,stable,1,stable,1
38650003,38650,Monestier-de-Clermont,1 Grand rue,44.926,5.638,Uta,1.988,1.998,2.089,egal,egal,egal,stable,1,stable,1,stable,1
57120005,57120,ROMBAS,RUE DU MUGUET,49.2458398,6.1028324,E.Leclerc,1.833,,1.969,hausse,,hausse,stable,1,stable,1,stable,1
13008001,13008,Marseille,365 Avenue de Mazargues,43.2601388,5.3943293,Casino,1.828,1.840,,egal,egal,,stable,1,stable,1,stable,1
56800001,56800,Ploërmel,Z.A. ST DENIS,47.93164,-2.3816651,Système U,1.839,1.869,1.979,egal,egal,egal,stable,1,stable,1,stable,1
33500007,33500,ARVEYRES,RN 89,44.9126422,-0.2554045,TotalEnergies,1.953,1.957,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
60440001,60440,NANTEUIL-LE-HAUDOUIN,CHEMIN DE LA CROIX VERTE,49.136,2.801,Intermarché,1.849,1.869,1.969,hausse,egal,egal,stable,1,stable,1,stable,1
18200005,18200,SAINT-AMAND-MONTROND,Route de Bourges,46.736,2.491,Intermarché,1.869,1.899,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
20167013,20167,TAVACO,PARC D'ACTIVITE DE LA GRAVONA,42.0173687,8.8899255,TotalEnergies,1.939,,,egal,,,stable,1,stable,1,stable,1
44130001,44130,BLAIN,27 Route de l'Isac,47.473062,-1.746981,Super U,1.809,1.849,1.919,egal,egal,egal,stable,1,stable,1,stable,1
45330004,45330,MALESHERBES,Rue de Vauluizard,48.2913062,2.3986515,E.Leclerc,1.824,1.869,1.968,egal,egal,egal,stable,1,stable,1,stable,1
13200019,13200,ARLES,QUARTIER SUD FOURCHON,43.6660483,4.6366454,Esso,1.869,1.879,1.989,egal,hausse,hausse,stable,1,stable,1,stable,1
74800005,74800,AMANCY,80 ROUTE DE LA ROCHE,46.069589,6.3184913,Carrefour,1.888,,2.038,baisse,,baisse,stable,1,stable,1,stable,1
62630002,62630,ÉTAPLES,4 Route d'Hilbert,50.51122,1.64565,Esso,1.938,,2.293,hausse,,egal,stable,1,stable,1,stable,1
13122002,13122,VENTABREN,Avenue Charles de Gaulle,43.546311,5.293925,Intermarché,1.969,1.899,2.079,egal,egal,egal,stable,1,stable,1,stable,1
56600001,56600,LANESTER,1 Rue François Mauriac,47.765269,-3.3498417,E.Leclerc,1.812,1.831,1.911,hausse,hausse,hausse,stable,1,stable,1,stable,1
55100004,55100,VERDUN,Place Maurice Genevoix,49.165,5.38,Total,1.878,1.874,1.984,egal,egal,egal,stable,1,stable,1,stable,1
69803001,69800,Saint-Priest,BLD. André Boulloche BP 341,45.72,4.924,Auchan,1.870,2.011,1.882,hausse,hausse,baisse,stable,1,stable,1,stable,1
41360005,41360,Savigny-sur-Braye,5 bis avenue de la Braye,47.881,0.808,Coccinelle,1.899,,1.999,baisse,,baisse,stable,1,stable,1,stable,1
95100021,95100,Argenteuil,63 Avenue Jean Jaurès,48.94,2.233,Esso,1.949,1.979,2.149,hausse,hausse,hausse,stable,1,stable,1,stable,1
25200003,25200,MONTBéLIARD,119 faubourg de besançon,47.509,6.779,Système U,1.829,1.869,1.969,egal,egal,egal,stable,1,stable,1,stable,1
13600013,13600,La Ciotat,A50 - AIRE DE LA BAIE DE LA CIOTAT (ex plaines baronnes) sens toulon -marseille,43.194,5.671,Esso,2.014,2.009,2.133,baisse,baisse,baisse,stable,1,stable,1,stable,1
3700002,03700,BELLERIVE-SUR-ALLIER,22 avenue de la République,46.118,3.412,TotalEnergies,1.984,1.964,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
71450002,71450,Blanzy,"37, rue de la République",46.702,4.388,Avia,1.899,,1.999,egal,,egal,stable,1,stable,1,stable,1
13480001,13480,Cabriès,CENTRE COMMERCIAL CALAS,43.4656216,5.3535014,TotalEnergies,1.951,,1.990,hausse,,egal,stable,1,stable,1,stable,1
92240010,92240,Malakoff,76 avenue Pierre LAROUSSE,48.82,2.305,BP,1.979,1.959,2.089,hausse,hausse,hausse,stable,1,stable,1,stable,1
12560003,12560,ST SATURNIN DE LENNE,ZA LE LAURADOUST SATURNIN DE LENNE,44.423159,3.012592,Station du Val de Serre,1.865,1.909,2.059,egal,egal,egal,stable,1,stable,1,stable,1
55100007,55100,VERDUN,4 AV DU GENERAL DE GAULLE,49.165,5.38,Total,1.951,1.941,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
52160008,52160,Perrogney-les-Fontaines,A31 Aire de Langres Perrogney,47.815202,5.2219784,Avia,1.994,1.994,2.094,baisse,baisse,baisse,stable,1,stable,1,stable,1
53960001,53960,Bonchamp-lès-Laval,A81,48.095,-0.695,Avia,1.999,2.029,2.129,egal,egal,egal,stable,1,stable,1,stable,1
33112001,33112,SAINT-LAURENT-MéDOC,17  Rue Pierre Ralle,45.1463813,-0.8215298,Système U,1.845,1.856,1.957,hausse,hausse,hausse,stable,1,stable,1,stable,1
19340003,19340,Merlines,Viaduc du Chavanon,45.624,2.481,Avia,2.039,2.019,2.114,egal,egal,egal,stable,1,stable,1,stable,1
13500012,13500,MARTIGUES,AV. FRANCIS TURCAN,43.42,5.056,TotalEnergies,1.865,1.848,1.940,hausse,baisse,baisse,stable,1,stable,1,stable,1
40110001,40110,Morcenx,C/C Les Grands Carolins,44.030531,-0.924389,Système U,1.835,,1.959,egal,,egal,stable,1,stable,1,stable,1
14500003,14500,VIRE,PARC COMMERCIAL DE LA DOUITEE,48.8614824,-0.8717016,Carrefour,1.855,,1.989,egal,,egal,stable,1,stable,1,stable,1
57400003,57400,Sarrebourg,RN 4,48.728418,7.028089,TotalEnergies,1.887,1.885,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
31650002,31650,SAINT-ORENS-DE-GAMEVILLE,Allée des Champs Pinsons,43.5655311,1.5200677,E.Leclerc,1.859,1.855,1.935,hausse,hausse,hausse,stable,1,stable,1,stable,1
47420001,47420,Houeillès,Rue Fernand Aude RD8,44.1932844,0.0363419,Aire C,1.890,1.960,2.070,egal,egal,egal,stable,1,stable,1,stable,1
28270003,28270,Brezolles,"56, rue de paris",48.69,1.079,Carrefour,1.879,,1.989,egal,,egal,stable,1,stable,1,stable,1
69100029,69100,VILLEURBANNE,87-89 BD STALINGRAD,45.778,4.86,Esso,1.919,1.929,2.099,egal,hausse,hausse,stable,1,stable,1,stable,1
30100019,30100,ALES,541 Quai de Bilina,44.132284,4.074074,Netto,1.843,1.837,1.939,egal,hausse,baisse,stable,1,stable,1,stable,1
37320001,37320,Esvres,ZAE Le Grand Berchenay,47.291,0.79,Auchan,1.818,1.837,1.944,hausse,baisse,egal,stable,1,stable,1,stable,1
79100003,79100,THOUARS,Route de Saumur,46.9968266,-0.2075059,E.Leclerc,1.828,1.849,1.959,hausse,egal,egal,stable,1,stable,1,stable,1
19260002,19260,TREIGNAC,Route d'Egletons,45.5320455,1.8025337,Intermarché,1.836,1.878,1.966,hausse,egal,egal,stable,1,stable,1,stable,1
40360003,40360,Pomarez,362 AVENUE DE LA COURSE LANDAISE,43.6264254,-0.8259589,Carrefour,1.839,,2.049,egal,,egal,stable,1,stable,1,stable,1
83130003,83130,LA GARDE,1394 Avenue de Draguignan,43.143,6.037,K9,1.829,,1.930,hausse,,hausse,stable,1,stable,1,stable,1
56720001,56340,PLOUHARNEL,ROUTE DE CARNAC,47.5993503,-3.1124664,Super U,1.980,1.990,,egal,egal,,stable,1,stable,1,stable,1
75014012,75014,Paris,154 Rue d'Alésia,48.832,2.316,Total,1.985,1.990,1.990,baisse,egal,egal,stable,1,stable,1,stable,1
39130004,39130,CLAIRVAUX-LES-LACS,13 Route de Lons-le-Saunier,46.576984,5.746945,TotalEnergies,2.020,,,egal,,,stable,1,stable,1,stable,1
6150007,06150,Cannes,1 AV.VICTOR HUGO,43.5672503,6.965957,E.Leclerc,1.812,1.817,1.899,hausse,hausse,baisse,stable,1,stable,1,stable,1
94340008,94340,JOINVILLE LE PONT,17/19 BD DE L'EUROPE,48.814,2.466,BP,1.989,1.959,2.129,hausse,egal,egal,stable,1,stable,1,stable,1
52400002,52400,BOURBONNE-LES-BAINS,2 route de Vittel,47.9586126,5.7556201,Avia,1.949,,2.099,egal,,egal,stable,1,stable,1,stable,1
81000001,81000,ALBI,2 Rue Francisco Goya,43.9339144,2.169187,Carrefour,1.852,1.871,1.964,baisse,egal,egal,stable,1,stable,1,stable,1
41300007,41300,Theillay,A71 - Aire de salbris la loge,47.348,2.05,Avia,2.129,2.059,2.159,egal,egal,egal,stable,1,stable,1,stable,1
50710001,50710,CREANCES,113 RUE DU HAUT CHEMIN,49.199,-1.568,Carrefour,1.929,,2.045,egal,,egal,stable,1,stable,1,stable,1
44860002,44860,PONT-SAINT-MARTIN,Rue des Vignes,47.1295892,-1.5812354,Super U,1.829,1.879,1.955,hausse,hausse,hausse,stable,1,stable,1,stable,1
29000014,29000,QUIMPER,11 RUE DE STANG BIHAN,48.0098957,-4.1044478,E.Leclerc,1.815,,1.929,egal,,egal,stable,1,stable,1,stable,1
56000006,56000,VANNES,6 Avenue Georges Pompidou,47.664,-2.767,Intermarché,1.839,1.879,1.969,egal,egal,egal,stable,1,stable,1,stable,1
64800007,64800,Bénéjacq,132 Rue des Pyrénées,43.186,-0.24,Super U,1.899,1.969,1.999,egal,egal,egal,stable,1,stable,1,stable,1
83390002,83390,CUERS,RN 97 Quartier Saint Lazare,43.233,6.07,Casino,1.849,1.859,1.979,egal,egal,egal,stable,1,stable,1,stable,1
29228001,29200,BREST,Kergaradec - Porte de Gouesnou,48.43,-4.472,E.Leclerc,1.799,1.824,,hausse,egal,,stable,1,stable,1,stable,1
83600025,83600,FREJUS,RD 37 QUARTIER ST PONS,43.46,6.743,BP,1.949,1.969,2.089,hausse,hausse,hausse,stable,1,stable,1,stable,1
56320002,56320,LE FAOUëT, Rue de Quimper,48.0316251,-3.4950926,Carrefour Market,1.819,,1.943,egal,,egal,stable,1,stable,1,stable,1
71000023,71000,Sennece-les-Macon,55 Rue du Château,46.365,4.843,BP,1.909,1.889,1.999,hausse,hausse,hausse,stable,1,stable,1,stable,1
44420003,44420,MESQUER,rue des artisans,47.3922216,-2.4589654,Carrefour,1.839,1.859,1.979,egal,egal,egal,stable,1,stable,1,stable,1
35590001,35590,L'HERMITAGE,la musse,48.1232833,-1.8010086,Super U,1.829,1.869,1.959,hausse,hausse,hausse,stable,1,stable,1,stable,1
72300007,72300,SABLé-SUR-SARTHE,Rue du Mans,47.838,-0.3,E.Leclerc,1.807,1.835,1.929,hausse,baisse,baisse,stable,1,stable,1,stable,1
31790005,31790,Saint-Jory,LIEUDIT CABOURDY - RN20,43.745916,1.365848,Carrefour,1.839,,1.999,egal,,egal,stable,1,stable,1,stable,1
87120003,87120,Eymoutiers,1 Promenade des Sports,45.739,1.739,TotalEnergies,1.990,,,egal,,,stable,1,stable,1,stable,1
45330003,45330,MALESHERBES,21 rue de Vauluizard,48.2913062,2.3986515,E.Leclerc,1.825,1.869,1.969,egal,egal,egal,stable,1,stable,1,stable,1
83160001,83160,La Valette-du-Var,ROUTE DE L'UNIVERSITE,43.139607,6.0144618,Carrefour,1.866,1.848,1.985,hausse,,,stable,1,stable,1,stable,1
11150002,11150,VILLEPINTE,ld croix de l'ourmet  RN 113,43.2794429,2.0925863,Système U,1.839,,1.979,egal,,egal,stable,1,stable,1,stable,1
11430001,11430,GRUISSAN,Avenue de Narbonne,43.108,3.091,Dyneff,1.899,1.919,2.049,egal,egal,egal,stable,1,stable,1,stable,1
16300001,16300,BARBEZIEUX-SAINT-HILAIRE,38 route de montmoreau,45.4605356,-0.1439856,TotalEnergies,1.871,1.941,1.990,hausse,baisse,egal,stable,1,stable,1,stable,1
49310001,49310,VIHIERS,centre commercial les courtils,47.147,-0.522,Super U,1.829,1.879,1.969,egal,egal,egal,stable,1,stable,1,stable,1
31800003,31800,SAINT-GAUDENS,71 Avenue de l'Isle,43.1212721,0.7256356,E.Leclerc,1.817,,1.936,egal,,hausse,stable,1,stable,1,stable,1
13150003,13150,Tarascon,Route de Saint-Rémy,43.7946083,4.694435,Intermarché,1.859,,,egal,,,stable,1,stable,1,stable,1
47520003,47520,LE PASSAGE,La Ville,44.19,0.605,Intermarché,1.839,1.859,1.959,hausse,hausse,egal,stable,1,stable,1,stable,1
