id_station;enseigne_actuelle;adresse_actuelle;code_postal;ville;latitude_actuelle;longitude_actuelle;statut_verification;motif_verification;source_actuelle;google_place_id;google_enseigne;google_adresse;google_latitude;google_longitude;google_verifie_le;decision;commentaire
74150002;Système U;Boulevard de l'Europe;74150;Rumilly;45.85634;5.948418;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
38142001;Avia;RD 1091;38142;Le Freney-d'Oisans;45.046;6.127;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
8400004;Carrefour Market;Rue Verte;08400;Vouziers;49.4034514;4.6971848;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
14111001;Intermarché;Longue Vue des Photographes;14111;Louvigny;49.16092;-0.398833;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
14123010;Carrefour;2 RUE DE L'INDUSTRIE;14123;Cormelles-le-Royal;49.157697;-0.32601;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
54170004;Intermarché;17 Rue du Curtin;54170;Colombey-les-Belles;48.534981;5.896271;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
35730001;U;2 rue des Terres Neuvas;35730;Pleurtuit;48.5861946;-2.0615227;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
54300007;Intermarché;1 Rue Denis Papin;54300;Chanteheux;48.592779;6.5283963;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
46400004;TotalEnergies;401 Avenue de Monzie;46400;Saint-Céré;44.86;1.882;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
72300004;Shell;AUT A11 - AIRE DE PARCE EST;72300;Parcé-sur-Sarthe;47.803;-0.168;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
40300005;Intermarché;Plaine de la Règle RN 117;40300;Cauneille;43.5442822;-1.0761996;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
84400007;TotalEnergies;382 AV. DE LANCON RN 100;84400;Apt;43.883454;5.38128;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
63140002;Carrefour Contact;3 Route de Riom;63140;Châtel-Guyon;45.91853;3.073;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
33720001;Système U;RN 113;33720;Podensac;44.65647;-0.36582;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
35743001;Cora;boulevard Giraudais;35740;Pacé;48.141;-1.766;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
22830001;Diapar;Rue Bertrand Duguesclin;22830;Plouasne;48.2990045;-2.001196;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
45770002;Intermarché;Rue Louis Aragon;45770;Saran;47.936;1.889;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
28800002;Elan;25 RUE D'ORLEANS;28800;Sancheville;48.1898768;1.5796743;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
34130003;Intermarché;168 Avenue de la Mer;34130;Mauguio;43.612;4.006;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
68300002;Total;122 Rue de Mulhouse;68300;Saint-Louis;47.59335;7.55569;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
86390002;;ROUTE DE MONTMORRILON;86390;Lathus-Saint-Rémy;46.360561;0.972455;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, aucune station OpenStreetMap proche;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
76700001;Elan;RN 182;76700;Gonfreville-l'Orcher;49.503;0.209;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
34260001;Intermarché;Route de Lodève;34260;La Tour-sur-Orb;43.657;3.15;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
71390005;Intermarché;LIEU DIT LA CONDEMAINE;71390;Saint-Désert;46.7529283;4.7185314;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
73300005;Total;Station Le Corbier - Le planet;73300;Villarembert;45.2392022;6.2719133;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
33370015;TotalEnergies;RN 89;33370;Artigues-près-Bordeaux;44.867477;-0.492839;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
71400005;Intermarché;Route de Château-Chinon;71400;Autun;46.968602;4.273999;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
50700001;Carrefour;Boulevard Félix-Buhot;50700;Valognes;49.512;-1.478;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
49120004;E.Leclerc;PARC D ACTIVITE DES 3 ROUTES;49120;Chemillé-en-Anjou;47.235;-0.723;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
68160004;TotalEnergies;RN 59 Sur-le-Pré;68160;Sainte-Marie-aux-Mines;48.2543657;7.206837;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
60230004;Total Access;RN1 ROUTE PARIS;60230;Chambly;49.188;2.235;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
49280003;Belloir Distribution (G20);PLACE DE LA PAIX;49280;La Tessoualle;47.005935;-0.850229;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
20240005;Vito;RN 198;20240;Ghisonaccia;42.017;9.406;a_verifier_google_places;adresse BAN eloignee des coordonnees, correspondance OpenStreetMap ambigue;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
22490001;;Z.A Les Landes;22490;Plouër-sur-Rance;48.532267;-2.007168;a_verifier_google_places;enseigne inconnue, correspondance OpenStreetMap ambigue;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
30320004;Intermarché;92 Allée de la picholine;30320;Marguerittes;43.858942;4.43313;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
34450001;Total;Avenue de Béziers;34450;Vias;43.314;3.417;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
60240001;;ZAC du moulin d'Angean;60240;Chaumont-en-Vexin;49.272;1.874;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, aucune station OpenStreetMap proche;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
31620007;FAL Distri;1, rue de l'Ourméde;31620;Castelnau-d'Estrétefonds;43.765375;1.369974;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
24320002;Avia;11 rue Passadour;24320;La Tour-Blanche-Cercles;45.369;0.446;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
33300005;Total Access;140 BOULEVARD GODARD;33300;Bordeaux;44.8619;-0.58572;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
87430003;Système U;les betoulles;87430;Verneuil-sur-Vienne;45.856;1.146;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
87000002;;Avenue du Roussillon;87000;Limoges;45.82;1.224;a_verifier_google_places;enseigne inconnue, correspondance OpenStreetMap ambigue;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
14200008;Auchan;Avenue de Garbsen;14200;Hérouville-Saint-Clair;49.213347;-0.342028;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
62143003;Esso;Autoroute A26 - Aire d'Angres;62143;Angres;50.405;2.745;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
91310004;Auchan;3 rue du 8 mai 1945;91310;Leuville-sur-Orge;48.623;2.267;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
80170001;Intermarché;20 Rue Vauvillers;80170;Rosières-en-Santerre;49.826;2.712;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
13660005;Intermarché;AVENUE DE LA VICTOIRE;13660;Orgon;43.791;5.028;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
85350001;Igol;9 Rue Neptune;85350;L'Île-d'Yeu;46.72342;-2.34468;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
41360003;Total;ROUTE DU MANS;41360;Épuisay;47.9021156;0.9159369;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
76270003;Système U;CENTRE COMMERCIAL SAINT JEAN;76270;Neuville-Ferrières;49.725277;1.459783;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
82200008;Intermarché;805 Chemin de La Mégère;82200;Moissac;44.119363;1.120046;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
45430003;TotalEnergies;131 Avenue d'Orléans;45430;Chécy;47.90136;2.00747;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
79190001;Système U;Route de Montalembert;79190;Sauzé-entre-Bois;46.1340297;0.122768;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
62100012;Esso;361 Avenue Antoine de Saint-Exupéry;62100;Calais;50.9469671;1.9101746;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
32120002;;Route d'Auch;32120;Mauvezin;43.731;0.881;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, correspondance OpenStreetMap ambigue;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
71450001;Maximarché;RUE DES COMMUNAUTES;71450;Blanzy;46.707;4.39;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
51303001;E.Leclerc;Route de Vitry en Perthois;51300;Vitry-le-François;48.731;4.6;a_verifier_google_places;correspondance OpenStreetMap ambigue;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
40400004;Total;le claous;40400;Tartas;43.8283753;-0.8030638;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
73110003;;Lieu-dit Champ Virieu;73110;Détrier;45.44377;6.09615;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, correspondance OpenStreetMap ambigue;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
25510002;bi1;33 GRANDE RUE;25510;Pierrefontaine-les-Varans;47.218;6.542;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
3290002;Système U;464 ROUTE DE DIOU;03290;Dompierre-sur-Besbre;46.517;3.692;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
33410006;E.Leclerc;70 avenue de la Libération;33410;Béguey;44.646;-0.324;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
82130002;Independent;Grande Rue d'Ardus;82130;Lamothe-Capdeville;44.07564;1.37073;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
60680003;Total Access;RN 31 - ROUTE DE CLERMONT;60680;Jonquières;49.4028931;2.7356482;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
41200009;TotalEnergies;AUTOROUTE A85 - AIRE DE ROMORANTIN;41200;Pruniers-en-Sologne;47.338098;1.666047;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
34530001;Tabac Station Service Lopez;128 Avenue Capitaine Pierre Azema;34530;Montagnac;43.4755574;3.4893592;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
84350002;;ROUTE DE CHATEAUNEUF DU PAPE;84350;Courthézon;44.079711;4.878857;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, aucune station OpenStreetMap proche;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
44750002;Intermarché;AVENUE DES SPORTS;44750;Campbon;47.4119529;-1.9695003;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
59850002;Système U;Drève Du Bailly;59850;Nieppe;50.6855837;2.8419171;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
14400011;Intermarché;ROUTE D'ESQUAY-SUR-SEULLES;14400;Saint-Vigor-le-Grand;49.274;-0.685;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
41300001;Carrefour Market;74 BD REPUBLIQUE;41300;Salbris;47.4222755;2.0531529;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
34130005;;Z.A.C. la Louvade;34130;Mauguio;43.627;4.01;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, correspondance OpenStreetMap ambigue;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
25410007;Netto;19 Rue de Besançon;25410;Saint-Vit;47.186;5.822;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
31330004;Intermarché;Rue du Stade;31330;Merville;43.721;1.294;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
1360002;;316 Route de Lyon;01360;Balan;45.849;5.12;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, aucune station OpenStreetMap proche;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
77550005;;AUTOROUTE A5A - AIRE DU PLESSIS-PICARD;77550;Moissy-Cramayel;48.62473;2.59212;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, aucune station OpenStreetMap proche;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
7240002;Intermarché;Domaine de la Garode;07240;Vernoux-en-Vivarais;44.89773;4.64767;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
81320001;Servifioul;AVENUE DU LANGUEDOC;81320;Murat-sur-Vèbre;43.683097;2.859964;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
79330001;;Avenue des Platanes;79330;Saint-Varent;46.894;-0.234;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, correspondance OpenStreetMap ambigue;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
91400005;E.Leclerc;4 Espace trois quartiers;91400;Gometz-la-Ville;48.67;2.12;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
3290003;Esso;223 RUE NATIONALE;03290;Dompierre-sur-Besbre;46.523;3.68;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
77320002;Intermarché;Avenue du Général Leclerc;77320;La Ferté-Gaucher;48.78355;3.30653;a_verifier_google_places;correspondance OpenStreetMap ambigue;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
63850001;;ROUTE DE BESSE;63850;Égliseneuve-d'Entraigues;45.408;2.827;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, correspondance OpenStreetMap ambigue;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
38370003;E.Leclerc;Route de Condrieu;38370;Saint-Clair-du-Rhône;45.438;4.77;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
62300006;Esso Express;162 Avenue Alfred Maes;62300;Lens;50.427;2.806;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
56950002;;Z.C. LES ALIZES;56950;Crach;47.608;-2.997;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, correspondance OpenStreetMap ambigue;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
93300008;Auchan;55 Rue de la Commune de Paris;93300;Aubervilliers;48.9093638;2.3812639;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
6400001;TotalEnergies;26 Boulevard de la République;06400;Cannes;43.5553;7.02483;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
63610001;Auchan;Route de Compains;63610;Besse-et-Saint-Anastaise;45.509795;2.935486;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
13011018;Intermarché;15 BOULEVARD DE LA CARTONNERIE;13011;Marseille;43.292;5.459;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
64240006;E.Leclerc;Route d'Elizaberri;64240;Hasparren;43.38644;-1.313921;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
44000001;Carrefour;Route de PARIS;44300;Nantes;47.2568907;-1.5113422;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
2370005;Carrefour Contact;20 AVENUE JEAN JAURES;02370;Vailly-sur-Aisne;49.405636;3.514975;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
26620001;Avia;655 ROUTE DE SISTERON RD 1075;26620;Lus-la-Croix-Haute;44.667;5.697;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
60300010;Total;DEVIATION NORD DE SENLIS - Avenue du Poteau;60300;Chamant;49.221;2.593;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
39170001;Spar;6 Rue du Jura;39170;Coteaux du Lizon;46.403;5.794;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
88200015;;ROUTE NATIONALE 57 - AIRE DE LA CROIX SAINT JACQUES;88200;Saint-Nabord;48.049484;6.582068;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, aucune station OpenStreetMap proche;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
90150001;Total;Rue de la baume, RD83;90150;Menoncourt;47.688;6.955;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
7260001;Carrefour Market;Les Beaumes;07260;Joyeuse;44.479;4.248;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
30100001;Carrefour;Rue Olivier de Serres;30100;Alès;44.1113304;4.0962152;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
88450002;;ROUTE NATIONALE 57 - VOIE EXPRESS;88450;Vincey;48.337;6.332;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, aucune station OpenStreetMap proche;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
45250003;;TERRES DU MARCHAIS BARNAULT;45250;Briare;47.642268;2.743983;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, aucune station OpenStreetMap proche;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
5400002;Super U;route de gap;05400;Veynes;44.53627;5.83174;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
3170001;;A71 aire de l'Allier Doyet(sens paris province);03170;Doyet;46.3351;2.79688;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, aucune station OpenStreetMap proche;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
24390001;Intermarché;LA GARE;24390;Hautefort;45.266813;1.13778;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
69008008;;86 AVENUE JEAN MERMOZ;69008;Lyon;45.733;4.881;a_verifier_google_places;enseigne inconnue, aucune station OpenStreetMap proche;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
68210002;Intermarché;42, Rue de Belfort;68210;Dannemarie;47.631643;7.1092672;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
76176001;E.Leclerc;AVENUE DE BRETAGNE;76100;Rouen;49.432;1.083;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
40300008;TotalEnergies;77 route de Bayonne;40300;Peyrehorade;43.547;-1.113;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
2100012;Carrefour;Route de BOHAIN;02100;Saint-Quentin;49.865;3.291;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
62100001;Avia;AVENUE ROGER SALENGRO;62100;Calais;50.9460572;1.8368183;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
29410001;Système U;16, ZA LA JUSTICE;29410;Pleyber-Christ;48.5169713;-3.8682982;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
59174003;Intermarché;960 avenue Jean Jaurès;59174;La Sentinelle;50.3457853;3.477226;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
74200003;Carrefour;RTE DE GENEVE;74200;Anthy-sur-Léman;46.349;6.432;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
89800001;;Route d'Auxerre;89800;Chablis;47.81846;3.78141;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, aucune station OpenStreetMap proche;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
17290003;Intermarché;Place de la Renaissance;17290;Aigrefeuille-d'Aunis;46.11624;-0.93553;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
28420001;Total;id Brieure;28480;Vichères;48.2604593;0.9138983;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
3380002;Intermarché;Rue Calaubys;03380;Huriel;46.372;2.468;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
49410002;;zi de la chevallerie;49410;Mauges-sur-Loire;47.359;-1.016;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, correspondance OpenStreetMap ambigue;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
29100007;Total Access;4 RUE ETIENNE KERNOURS;29100;Douarnenez;48.081;-4.328;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
76220005;;20 Avenue des Aulnaies;76220;Gournay-en-Bray;49.479;1.713;a_verifier_google_places;enseigne inconnue, correspondance OpenStreetMap ambigue;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
67110006;U;Z.A. DE LA HARDT;67110;Gundershoffen;48.902;7.647;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
30210006;Avia;32 Route de Bagnols;30210;Remoulins;43.942898;4.5700727;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
63260003;Carrefour;ZAC De Juilhat;63260;Aigueperse;46.01;3.197;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
73270001;Intermarché;100 ROUTE DU JARDY;73270;Villard-sur-Doron;45.728;6.533;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
40330001;Intermarché;355, avenue de l'Océan;40330;Amou;43.5914428;-0.7520415;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
20217004;TotalEnergies;36, rue principale;20217;Saint-Florent;42.681;9.304;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
94550002;TotalEnergies;14 AV DU GENERAL DE GAULLE;94550;Chevilly-Larue;48.77313;2.3378;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
90200003;Total;72 Faubourg de Belfort;90200;Giromagny;47.735;6.83;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
6600007;Avia;136 Route de Nice;06600;Antibes;43.600876;7.122256;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
74430001;;LE VERNAY BRON;74430;Saint-Jean-d'Aulps;46.235416;6.655082;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, aucune station OpenStreetMap proche;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
17500002;E.Leclerc;Avenue Monseigneur Chauvin;17500;Jonzac;45.455168;-0.440915;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
