id_station;enseigne_actuelle;adresse_actuelle;code_postal;ville;latitude_actuelle;longitude_actuelle;statut_verification;motif_verification;source_actuelle;google_place_id;google_enseigne;google_adresse;google_latitude;google_longitude;google_verifie_le;decision;commentaire
91420002;Elan;RUE DE SAVIGNY;91420;Morangis;48.693;2.337;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
20169002;Ets. Botti;sennola;20169;Bonifacio;41.391;9.165;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
20148001;Esso;Noce;20148;Cozzano;41.935;9.158;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
29740001;Système U;Rue de Lesconil;29740;Plobannalec-Lesconil;47.8191326;-4.2294608;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
31390001;Auchan;Route de l'Arize;31390;Carbonne;43.303161;1.220811;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
22240003;Coccinelle Fréhel;4 rue de la Pièce Monsieur;22240;Fréhel;48.6277158;-2.3609916;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
75010002;Avia;1 Boulevard de la Chapelle;75010;Paris;48.884;2.364;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
81170001;Total;ROUTE D ALBI;81170;Livers-Cazelles;44.059;1.966;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
38430004;Intermarché;211 RUE VINCENT MARTIN;38430;Moirans;45.324;5.582;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
10400002;Carrefour Market;AVENUE DU GENERAL DE GAULLE;10400;Nogent-sur-Seine;48.492408;3.512886;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
17230004;Intermarché;ZA BEL AIR RD20;17230;Andilly;46.259353;-1.014533;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
34460001;Dyneff;55 Avenue de Béziers;34460;Cessenon-sur-Orb;43.44814;3.05598;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
12490001;Station Suau Michel;AV DE LA REPUBLIQUE;12490;Saint-Rome-de-Cernon;44.012;2.964;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
26000015;Total Access;BD FRANKLIN ROOSEVELT;26000;Valence;44.923712;4.917271;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
77430001;Carrefour;2 RUE JEAN COCTEAU;77430;Champagne-sur-Seine;48.39575;2.79896;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
53940001;E.Leclerc;62 BOULEVARD LOUIS ARMAND;53940;Saint-Berthevin;48.0657265;-0.809205;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
63720003;Intermarché;ROUTE DE RIOM;63720;Ennezat;45.895438;3.211648;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
76220004;Super U;RN 31;76220;Ferrières-en-Bray;49.478;1.74;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
2130006;Avia;Autoroute de l'Est;02130;Fresnes-en-Tardenois;49.126954;3.537423;a_verifier_google_places;adresse BAN eloignee des coordonnees, correspondance OpenStreetMap ambigue;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
22350006;Esso;ZA de Kergoët;22350;Saint-Jouan-de-l'Isle;48.274051;-2.186409;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
8200010;Total;8 AVENUE DE LA MARNE;08200;Sedan;49.69926;4.92701;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
32110003;GersStation;AVENUE DANIATE;32110;Nogaro;43.770041;-0.030183;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
19500002;Système U;La Peyrague Route de Collonges D38;19500;Collonges-la-Rouge;45.056;1.669;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
28000009;Total;AV FRANCOIS ARAGO;28000;Chartres;48.436;1.52;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
44340006;Total Access;CD 723 - ZI DE CHEVIRE;44340;Bouguenais;47.186;-1.602;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
26800002;Avia;A7 AIRE DE PORTES LES VALENCE;26800;Portes-lès-Valence;44.8660977;4.8647363;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
69500011;Avia;250 ROUTE DE GENAS;69500;Bron;45.752;4.9;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
17800005;Esso;Autoroute A10 Aire de Saint-Léger;17800;Saint-Léger;45.613;-0.604;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
60530003;;ZI route de Crouy;60530;Neuilly-en-Thelle;49.229;2.282;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, aucune station OpenStreetMap proche;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
46300005;Système U;AVENUE GAMBETTA;46300;Gourdon;44.739;1.389;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
52130003;Avia;Rue de la Madeleine;52130;Wassy;48.5028831;4.9444213;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
73800001;Esso;AUTOROUTE A41 AIRE DU GRANIER;73800;Saint-Jeoire-Prieuré;45.526;5.975;a_verifier_google_places;adresse BAN eloignee des coordonnees, correspondance OpenStreetMap ambigue;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
20166004;;CTRE COMMERCIAL BENISTA;20166;Grosseto-Prugna;41.887;8.808;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, correspondance OpenStreetMap ambigue;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
33770002;Elan;122 route de Compostelle;33770;Salles;44.575057;-0.779131;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
27800002;Intermarché;65 Rue Saint-Denis;27800;Brionne;49.19411;0.71471;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
45500010;Carrefour Market;CHEMIN DES ALLIX;45500;Gien;47.689497;2.643765;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
6310002;Total;RN.559 BASSE CORNICHE;06310;Beaulieu-sur-Mer;43.7093851;7.335159;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
20290003;TotalEnergies;Lieu-dit Revinco - RN 193;20290;Borgo;42.56756;9.44075;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
78960004;BP;CD 36;78960;Voisins-le-Bretonneux;48.762;2.042;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
76540002;Carrefour;9 rue albert bellavoine;76540;Valmont;49.745225;0.512131;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
84107001;Carrefour;Route de Jonquieres;84100;Orange;44.1192693;4.8399382;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
89520003;Avia;2 Rue de la Montagne;89520;Sainpuits;47.518;3.26;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
91130008;Intermarché;RN7 DOMAINE DE L'AUNETTE;91130;Ris-Orangis;48.648;2.417;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
52160010;Avia;A31 aide de Langres Noidant;52160;Perrogney-les-Fontaines;47.815202;5.2219784;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
72200004;E.Leclerc;7 Rue Henri Dunant;72200;La Flèche;47.7013886;-0.0557794;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
44420002;Système U;2 rue des Pins;44420;La Turballe;47.353;-2.512;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
80690001;Elan;17 ROUTE NATIONALE;80690;Ailly-le-Haut-Clocher;50.078805;1.995536;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
4500003;Intermarché;Quartier Samson;04500;Riez;43.822;6.091;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
87500001;Système U;13 Avenue de Périgueux;87500;Saint-Yrieix-la-Perche;45.507;1.202;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
88200018;Total;41 rue de la moselotte;88200;Saint-Étienne-lès-Remiremont;48.02;6.615;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
91100021;Euro Pétrol;18 Boulevard Jean jaures;91100;Corbeil-Essonnes;48.606;2.466;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
69480007;Eni;831 route de villefranche;69480;Anse;45.944469;4.714572;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
6300012;Station des Oliviers;10 Corniche André de Joly;06300;Nice;43.702;7.294;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
88560004;Avia XPress;3 RUE DU PONT JEAN RN66;88560;Saint-Maurice-sur-Moselle;47.856;6.811;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
35550006;Elan;1 RUE DE L'ECUSSON;35550;Lohéac;47.872483;-1.87713;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
86600001;Intermarché;63 av Saintonge;86600;Lusignan;46.42874;0.11532;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
59780003;;RD 93 GRANDE RUE;59780;Camphin-en-Pévèle;50.594775;3.257818;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, aucune station OpenStreetMap proche;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
22650001;Total;ROUTE DE ST JACUT;22650;Beaussais-sur-Mer;48.577;-2.152;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
45500007;E.Leclerc;Rue de la Bosserie;45500;Gien;47.707813;2.6369349;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
27800001;Carrefour;Rue des Martyres;27800;Brionne;49.1999555;0.7136127;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
37100012;Système U;35 rue de jemmapes;37100;Tours;47.425;0.682;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
13127012;Esso;BD VICTOR GELU;13127;Vitrolles;43.446;5.247;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
16230004;Avia;AVENUE PAUL MAIRAT;16230;Mansle-les-Fontaines;45.873;0.173;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
12000016;Intermarché;24 avenue de la gineste;12000;Rodez;44.36192;2.566116;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
6270004;Intermarché;ROUTE DU BORD DE MER;06270;Villeneuve-Loubet;43.64;7.139;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
57360001;E.Leclerc;RUE CLEMENCEAU;57360;Amnéville;49.256367;6.130175;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
78710004;BP;Aire de Rosny Nord - Autoroute A13 - Sens Paris;78710;Rosny-sur-Seine;48.993;1.634;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
56360004;Super U;Kersablen;56360;Le Palais;47.3401999;-3.1744287;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
26400009;Système U;2 montée du beffroi;26400;Grane;44.734;4.925;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
92100010;Total;16 Avenue André Morizet;92100;Boulogne-Billancourt;48.83468;2.24193;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
63100011;Intermarché;Rue Nicolas Joseph Cugnot;63100;Clermont-Ferrand;45.783551;3.122939;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
50500006;E.Leclerc;rue de l'avenir;50500;Carentan-les-Marais;49.3033052;-1.2131511;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
86130010;;AUTOROUTE A10;86130;Jaunay-Marigny;46.691;0.355;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, aucune station OpenStreetMap proche;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
20166005;Vito;Veta Porticcio;20166;Grosseto-Prugna;41.898;8.81;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
59540003;TotalEnergies;Boulevard du 19 Mars 1962;59540;Caudry;50.113;3.416;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
62134001;;73 RUE D.HESDIN;62134;Anvin;50.447;2.251;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, correspondance OpenStreetMap ambigue;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
59114003;;144 Route d'Eecke;59114;Steenvoorde;50.8;2.592;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, aucune station OpenStreetMap proche;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
44250005;Total Access;ROUTE BLEUE - LA HAUTIERE;44250;Saint-Brevin-les-Pins;47.22914;-2.15541;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
29420001;;Rue de Bel Air;29420;Plouénan;48.628;-3.988;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, correspondance OpenStreetMap ambigue;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
89160001;bi1;21, rue du collège;89160;Ancy-le-Franc;47.77;4.175;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
16200005;Intermarché;40 avenue Général Leclerc;16200;Jarnac;45.681;-0.164;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
47200012;Intermarché;118 Avenue Jean Jaurès;47200;Marmande;44.508;0.147;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
33450008;Intermarché;10 ROUTE DE LALANDE;33450;Montussan;44.874006;-0.429219;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
37420003;Carrefour;11 PLACE EMILE ZOLA;37420;Avoine;47.2049782;0.1833347;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
73190002;Esso;AIRE DE L'ABIS autoroute A 43;73190;Saint-Jeoire-Prieuré;45.525;5.977;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
69720005;Intermarché;6 Route Nationale;69720;Saint-Bonnet-de-Mure;45.697435;5.015339;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
6750002;Station Girardin;7794 ROUTE NAPOLÉON;06750;Séranon;43.764;6.656;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
20145004;;RN T 10;20145;Sari-Solenzara;41.857886;9.364222;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, aucune station OpenStreetMap proche;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
7380001;Elan;Quartier de la gare;07380;Prades;44.6458039;4.3274383;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
73870003;Dyneff;Autoroute A43, Aire de Saint-Julien-Mont-Denis;73870;Saint-Julien-Mont-Denis;45.245935;6.424388;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
3000006;E.Leclerc;ZAC les portes de l'Allier;03000;Avermes;46.590717;3.322571;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
92100014;Total;29-31 AVENUE MORIZET;92100;Boulogne-Billancourt;48.83585;2.23898;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
14730004;;A13, Aire de Giberville Nord;14730;Giberville;49.168218;-0.281818;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, correspondance OpenStreetMap ambigue;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
12780002;Porte du Lévézou;D 911 LE BOIS DU FOUR;12780;Saint-Léons;44.2348888;2.9873967;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
13600023;Intermarché;QUARTIER PIGNET DU ROHAN ZAC DE LATTRE DE TASSIGNY;13600;La Ciotat;43.191;5.602;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
80240001;Carrefour;Rue du Nouveau Monde;80240;Roisel;49.948;3.108;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
66000003;Dyneff;2060 Avenue Julien Panchot;66000;Perpignan;42.684;2.865;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
42210003;Michalon;444 route de Saint Etienne;42210;Montrond-les-Bains;45.63477;4.23902;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
86530001;Intermarché;Avenue du Cerisier Noir;86530;Naintré;46.7567715;0.4846235;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
76260004;Esso;15, place du Général De Gaulle;76260;Eu;50.043;1.42;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
69220011;Fulli;Autoroute A6 382 Chemin de l'emprunt;69220;Dracé;46.143062;4.767536;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
20243001;Total;Lieu-Dit Migliacciaro;20243;Prunelli-di-Fiumorbo;41.998686;9.40286;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
19250003;Netto;RUE DU PAS REDON;19250;Meymac;45.5303549;2.1420713;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
41210000;Carrefour;Lieu-dit La Croûte;41210;Neung-sur-Beuvron;47.525;1.812;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
13330001;Intermarché;34 route de salon de provence;13330;Pélissanne;43.629433;5.134491;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
95600001;TotalEnergies;48 AVENUE KELLERMANN;95600;Eaubonne;48.978;2.291;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
69190012;TotalEnergies;54 boulevard Yves Farge;69190;Saint-Fons;45.693;4.86;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
13007008;Eni;95 Avenue des roches;13007;Marseille;43.278567;5.363241;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
30250002;Intermarché;Le Grand Jardin;30250;Aujargues;43.7884449;4.1140301;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
45480002;Carrefour Contact;13 RUE DE PITHIVIER;45480;Bazoches-les-Gallerandes;48.161125;2.05182;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
51068001;Carrefour;1 RUE FRANCIS GARNIER;51100;Reims;49.287;4.026;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
38530005;Intermarché;RN 90;38530;Barraux;45.428515;5.995517;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
86370008;Esso Express;Brandes De Cercigny RN10;86370;Vivonne;46.377;0.211;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
38470003;Total;2375 ROUTE DE GRENOBLE;38470;Vinay;45.22;5.435;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
34973001;Carrefour;ROUTE DE CARNON - Av. Georges Frêche - CS61015;34970;Lattes;43.581125;3.931017;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
19200003;E.Leclerc;Route de Ponty;19200;Ussel;45.54275;2.29749;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
34200002;Carrefour Market;332 Avenue du Maréchal Juin;34200;Sète;43.4074784;3.7046584;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
35114002;Total;rue du bord de mer;35114;Saint-Benoît-des-Ondes;48.619;-1.849;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
71260004;;143 rue du four a chaux;71260;Lugny;46.472;4.816;a_verifier_google_places;enseigne inconnue, correspondance OpenStreetMap ambigue;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
16700008;E.Leclerc;CHAMP BARBE JAUNE;16700;Ruffec;46.034901;0.180712;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
67240002;Super U;17 Route d'Oberhoffen;67240;Bischwiller;48.7686781;7.8645908;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
49122003;Elan;RD PT DU MOULIN DES LANDES;49122;Bégrolles-en-Mauges;47.132;-0.943;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
50420001;Shell;Aire de la Vallée de la Vire - A84;50420;Gouvets;48.9081753;-1.1042;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
31140008;;Route de Béssières;31140;Castelginest;43.69;1.452;a_verifier_google_places;enseigne inconnue, correspondance OpenStreetMap ambigue;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
76340005;;RUE DES MARAIS;76340;Blangy-sur-Bresle;49.930638;1.637064;a_verifier_google_places;enseigne inconnue, adresse BAN eloignee des coordonnees, aucune station OpenStreetMap proche;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
91490005;Total Access;AV DE GANAY - RN 148;91490;Milly-la-Forêt;48.407371;2.46799;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
11500005;Carrefour;ZA LA PLAGE SUD;11500;Quillan;42.893;2.194;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
80100003;Carrefour Contact;1 RUE DE LA MAIRIE;80860;Nouvion;50.211773;1.778884;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
28000007;Intermarché;Route de Patay;28000;Chartres;48.432401;1.492715;a_verifier_google_places;adresse BAN eloignee des coordonnees;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
33000016;Esso Express;313 Cours Maréchal-Gallieni;33000;Bordeaux;44.819;-0.602;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
62400003;Carrefour;Rue du 11 Novembre;62400;Essars;50.5459229;2.6609999;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
62100016;Intermarché;56 Avenue Antoine de Saint-Exupéry;62100;Calais;50.9460701;1.8904939;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
77120004;Carrefour;RN 34;77120;Mouroux;48.8178929;3.0530602;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
39000004;Avia;32 Avenue Camille Prost;39000;Lons-le-Saunier;46.6706707;5.5701895;ok_donnees_officielles_osm;;Donn?es officielles carburants + enrichissement OpenStreetMap/BAN;;;;;;;;
